ProjectName,Period,EffectiveComments,ReviewThreads,GeneralComments,Additions,Deletions,Commits,IsMerged,Assignees,ChangedFiles
adobe/brackets,8,1,2,2,1,1,2,True,1,1
adobe/brackets,8,16,17,6,0,0,9,True,0,0
adobe/brackets,8,6,8,4,111,0,3,True,1,4
adobe/brackets,8,14,14,3,201,0,3,True,1,3
adobe/brackets,8,3,4,7,7,9,2,True,1,2
adobe/brackets,8,4,9,9,0,0,2,False,1,0
adobe/brackets,8,3,4,4,228,1,9,True,1,2
adobe/brackets,8,2,4,4,252,141,7,True,1,17
adobe/brackets,8,2,6,1,6,18,2,True,0,2
adobe/brackets,8,1,4,3,0,0,6,True,1,0
adobe/brackets,8,4,11,3,631,368,9,True,1,9
adobe/brackets,8,30,53,3,720,7,12,True,1,17
adobe/brackets,8,1,2,20,59,8,5,True,0,6
adobe/brackets,8,1,4,3,15,13,3,True,1,2
adobe/brackets,8,13,15,13,0,0,10,True,1,0
adobe/brackets,8,1,1,3,1,1,2,True,0,1
adobe/brackets,8,7,33,5,345,38,12,True,1,9
adobe/brackets,8,2,19,3,233,148,4,True,1,4
adobe/brackets,8,4,5,5,40,18,3,True,1,5
adobe/brackets,8,1,1,2,0,0,2,True,1,0
adobe/brackets,8,2,4,2,63,5,2,True,1,2
adobe/brackets,8,1,2,6,0,0,2,False,1,0
adobe/brackets,8,7,20,9,213,99,6,True,1,12
adobe/brackets,8,3,4,2,4,6,3,True,0,1
adobe/brackets,8,1,9,4,0,0,3,True,1,0
adobe/brackets,8,3,14,6,26,24,5,True,1,2
adobe/brackets,8,2,2,0,15,0,2,True,1,1
adobe/brackets,8,10,12,18,246,47,16,True,1,2
adobe/brackets,8,2,2,4,479,12,5,True,1,12
adobe/brackets,8,4,6,4,137,136,4,True,1,8
adobe/brackets,8,2,4,6,0,0,3,True,1,0
adobe/brackets,8,16,16,8,324,0,6,True,1,7
adobe/brackets,8,13,53,2,258,145,25,True,1,8
adobe/brackets,9,1,2,3,24,16,4,True,1,9
adobe/brackets,9,4,4,2,12,5,2,True,1,1
adobe/brackets,9,1,3,2,11,0,2,True,1,1
adobe/brackets,9,5,9,5,81,18,4,True,1,4
adobe/brackets,9,1,2,3,26,13,2,True,1,8
adobe/brackets,9,1,1,1,2,0,2,True,1,1
adobe/brackets,9,12,21,10,0,0,8,True,1,0
adobe/brackets,9,5,7,2,7,4,2,True,1,3
adobe/brackets,9,5,6,5,413,0,3,True,1,5
adobe/brackets,9,3,6,4,71,90,3,True,1,4
adobe/brackets,9,1,1,3,18,13,4,True,1,1
adobe/brackets,9,1,2,3,153,81,4,True,1,10
adobe/brackets,9,3,5,3,86,23,10,True,1,5
adobe/brackets,9,17,50,6,0,0,42,False,1,0
adobe/brackets,9,6,12,8,195,136,7,True,1,6
adobe/brackets,9,2,14,3,96,45,2,True,1,3
adobe/brackets,9,1,1,2,13,1,2,True,1,1
adobe/brackets,9,4,8,3,67,2,3,True,1,3
adobe/brackets,9,3,3,3,6,0,4,True,1,1
adobe/brackets,9,2,20,12,672,80,9,True,1,14
adobe/brackets,9,8,17,7,0,0,3,True,1,0
adobe/brackets,9,17,21,15,0,0,17,True,1,0
adobe/brackets,10,2,2,2,0,0,2,True,1,0
adobe/brackets,10,2,5,5,105,38,5,True,1,5
adobe/brackets,10,1,1,8,126,81,3,True,1,14
adobe/brackets,10,3,8,9,44,33,7,True,1,10
adobe/brackets,10,1,2,13,73,27,5,True,1,7
adobe/brackets,10,76,78,16,1063,0,20,True,1,14
adobe/brackets,10,2,10,5,0,0,7,True,1,0
adobe/brackets,10,22,31,8,0,0,10,True,1,0
adobe/brackets,10,6,7,9,0,0,2,True,1,0
adobe/brackets,10,12,23,4,73,0,4,True,1,1
adobe/brackets,10,3,3,3,18,0,3,True,1,1
adobe/brackets,10,3,4,3,52,12,2,True,1,5
adobe/brackets,10,5,5,3,8,1,3,True,1,3
adobe/brackets,10,1,3,1,74,53,2,True,1,3
adobe/brackets,10,3,16,8,461,0,4,False,1,5
adobe/brackets,10,2,2,1,1,3,2,True,1,1
adobe/brackets,10,2,2,3,8,0,2,True,1,1
adobe/brackets,10,1,1,2,15,12,2,True,1,5
adobe/brackets,10,3,5,18,0,0,5,False,1,0
adobe/brackets,10,5,5,11,27,7,15,False,1,4
adobe/brackets,10,1,2,4,141,11,2,True,1,7
adobe/brackets,10,2,24,13,0,0,11,True,1,0
adobe/brackets,10,5,29,8,0,0,10,True,1,0
adobe/brackets,10,2,4,2,33,7,3,True,1,1
adobe/brackets,10,1,17,6,183,98,12,True,1,4
adobe/brackets,10,1,10,5,130,60,5,True,1,5
adobe/brackets,10,4,5,13,0,0,3,False,1,0
adobe/brackets,10,1,1,3,23,0,2,True,1,2
adobe/brackets,10,13,28,9,316,36,21,True,1,10
adobe/brackets,10,1,1,4,56,45,2,True,1,5
adobe/brackets,10,2,3,3,7,1,4,True,1,16
adobe/brackets,10,8,12,6,258,1,10,True,1,2
adobe/brackets,10,1,1,3,12,5,3,True,1,2
adobe/brackets,10,13,18,15,759,562,9,True,1,10
adobe/brackets,10,8,19,4,48,1,4,True,1,2
adobe/brackets,10,2,2,5,0,0,6,True,1,0
adobe/brackets,10,2,4,5,43,21,4,True,1,2
adobe/brackets,10,6,11,21,80,33,5,True,1,8
adobe/brackets,10,1,2,6,2,1,2,True,1,1
adobe/brackets,10,5,11,7,69,31,5,True,1,4
adobe/brackets,10,3,6,5,19,2,3,True,1,2
adobe/brackets,11,3,4,7,211,1,5,True,1,5
adobe/brackets,11,3,14,4,140,32,6,False,1,2
adobe/brackets,11,1,1,6,276,115,11,True,1,9
adobe/brackets,11,2,7,8,72,65,5,True,1,7
adobe/brackets,11,2,7,3,26,15,3,True,1,1
adobe/brackets,11,5,5,8,292,1,4,True,1,2
adobe/brackets,11,1,4,4,27,2,3,True,1,3
adobe/brackets,11,2,12,3,51,25,2,True,1,4
adobe/brackets,11,4,14,17,491,14,11,False,1,6
adobe/brackets,11,2,10,6,108,8,3,True,1,3
adobe/brackets,11,1,4,4,87,48,3,True,1,2
adobe/brackets,11,10,23,6,250,17,9,True,1,4
adobe/brackets,11,4,48,9,200,52,11,True,1,9
adobe/brackets,11,1,3,20,51,16,5,True,1,6
adobe/brackets,11,4,15,9,190,35,3,True,1,6
adobe/brackets,11,1,1,3,0,0,2,True,1,0
adobe/brackets,11,9,10,3,0,0,7,True,1,0
adobe/brackets,11,9,9,3,57,22,5,True,1,6
adobe/brackets,11,2,2,8,0,0,3,True,1,0
adobe/brackets,11,2,2,5,11,4,3,True,1,3
adobe/brackets,11,3,9,4,155,7,4,True,1,2
adobe/brackets,11,1,1,3,84,86,4,True,1,6
adobe/brackets,11,1,2,5,22,8,2,True,0,3
adobe/brackets,11,5,26,7,1094,91,5,True,1,4
adobe/brackets,11,1,1,4,278,1,2,True,1,2
adobe/brackets,12,9,12,14,70,27,6,True,1,6
adobe/brackets,12,2,19,8,27,14,4,False,1,4
adobe/brackets,12,1,5,6,173,104,3,True,1,1
adobe/brackets,12,6,6,3,56,27,4,True,1,3
adobe/brackets,12,1,1,1,50,55,2,True,1,8
adobe/brackets,12,1,5,4,86,87,6,True,1,15
adobe/brackets,12,2,11,11,488,6,11,True,1,4
adobe/brackets,12,6,10,18,526,49,5,False,1,6
adobe/brackets,12,3,3,6,87,0,2,False,1,6
adobe/brackets,12,2,6,5,114,104,3,True,1,9
adobe/brackets,12,1,2,2,11,5,2,True,1,1
adobe/brackets,12,1,2,3,476,12,4,True,1,8
adobe/brackets,12,6,9,5,754,0,4,True,1,2
adobe/brackets,12,13,20,15,95,51,9,True,1,5
adobe/brackets,12,1,1,2,0,0,2,True,1,0
adobe/brackets,12,35,88,24,1386,275,15,True,1,4
adobe/brackets,12,1,1,7,27,18,4,True,1,1
adobe/brackets,12,1,4,2,0,0,3,True,1,0
adobe/brackets,12,1,1,4,0,0,15,True,1,0
adobe/brackets,12,24,38,2,1114,608,17,True,1,4
adobe/brackets,12,2,2,2,3,0,2,True,1,1
adobe/brackets,12,8,10,5,316,0,6,True,1,1
adobe/brackets,13,1,2,3,4,2,2,True,1,1
adobe/brackets,13,6,12,11,224,49,14,True,1,3
adobe/brackets,13,9,13,10,438,116,8,True,1,2
adobe/brackets,13,3,4,7,38,3,4,True,1,3
adobe/brackets,13,18,20,15,720,0,7,True,1,4
adobe/brackets,13,2,4,3,11,1,2,True,1,1
adobe/brackets,13,2,2,4,46,13,4,True,1,2
adobe/brackets,13,1,2,6,13,6,3,True,1,2
adobe/brackets,13,4,4,20,1236,1234,12,True,1,24
adobe/brackets,13,5,12,39,481,85,19,True,1,5
adobe/brackets,13,1,1,4,4,1,2,True,1,1
adobe/brackets,13,2,6,3,7,3,2,True,1,2
adobe/brackets,13,1,2,2,9,1,3,True,1,2
adobe/brackets,13,2,4,2,12,8,3,True,1,1
adobe/brackets,13,2,4,3,71,89,5,True,1,13
adobe/brackets,13,21,29,6,268,18,16,True,1,10
adobe/brackets,13,4,18,5,196,80,5,True,1,6
adobe/brackets,13,2,2,5,151,0,3,True,1,1
adobe/brackets,13,13,16,4,507,18,3,True,1,8
adobe/brackets,13,3,6,4,30,4,2,True,1,4
adobe/brackets,13,1,3,8,7,1,3,False,1,1
adobe/brackets,13,4,4,4,16,6,4,True,1,1
adobe/brackets,13,10,18,7,42,29,10,True,1,3
adobe/brackets,13,2,2,3,0,0,3,True,1,0
adobe/brackets,14,3,6,19,448,351,7,True,1,24
adobe/brackets,14,3,7,11,91,111,7,True,1,3
adobe/brackets,14,7,10,11,153,3,5,True,1,5
adobe/brackets,14,4,7,6,207,170,4,True,1,6
adobe/brackets,14,2,2,15,348,53,6,False,1,12
adobe/brackets,14,2,5,13,152,135,9,True,1,10
adobe/brackets,14,2,2,3,281,244,3,True,1,3
adobe/brackets,14,4,7,5,119,57,4,True,1,6
adobe/brackets,14,4,8,6,167,44,8,True,1,7
adobe/brackets,14,35,110,14,798,376,57,True,1,22
adobe/brackets,14,3,4,2,0,0,12,True,1,0
adobe/brackets,14,1,5,6,113,25,5,True,1,4
adobe/brackets,14,7,16,4,48,7,3,True,1,6
adobe/brackets,14,2,4,3,145,18,3,True,1,5
adobe/brackets,14,1,1,2,6,4,2,True,1,2
adobe/brackets,14,6,11,3,390,64,9,True,1,9
adobe/brackets,14,50,77,9,11171,66,29,True,0,204
adobe/brackets,14,54,70,10,7548,0,14,True,1,13
adobe/brackets,14,1,1,6,6,8,2,True,1,1
adobe/brackets,14,1,4,3,1,25,2,True,1,1
adobe/brackets,14,7,38,30,370,153,13,False,1,4
adobe/brackets,14,1,1,3,2,2,2,True,1,2
adobe/brackets,14,1,1,17,83,27,9,True,1,10
adobe/brackets,14,1,3,6,0,0,6,True,1,0
adobe/brackets,14,1,1,3,10,1,3,True,1,1
adobe/brackets,14,3,47,10,427,264,16,True,0,10
adobe/brackets,14,10,10,12,0,0,2,False,1,0
adobe/brackets,14,1,18,16,107,9,12,True,1,7
adobe/brackets,14,18,18,3,1236,1,4,True,1,12
adobe/brackets,14,1,7,4,263,10,5,True,1,3
adobe/brackets,14,1,1,2,19,6,4,True,1,1
adobe/brackets,15,3,32,21,0,0,11,False,1,0
adobe/brackets,15,3,4,10,49,27,5,True,1,2
adobe/brackets,15,4,4,1,82,86,5,True,1,8
adobe/brackets,15,6,7,9,29,36,4,True,1,2
adobe/brackets,15,2,26,11,140,91,7,True,1,16
adobe/brackets,15,2,2,3,2,0,2,False,0,1
adobe/brackets,15,3,10,17,41,33,7,True,1,1
adobe/brackets,15,2,2,16,46,47,2,True,1,4
adobe/brackets,15,6,18,31,339,26,6,False,1,6
adobe/brackets,15,1,20,3,0,0,4,True,1,0
adobe/brackets,15,1,1,10,0,0,2,True,1,0
adobe/brackets,15,2,12,10,8604,347,8,True,1,27
adobe/brackets,15,3,11,12,0,0,24,False,0,0
adobe/brackets,15,26,27,14,230,41,5,True,1,5
adobe/brackets,15,3,25,10,46,38,3,False,1,2
adobe/brackets,15,74,91,15,563,0,5,True,1,6
adobe/brackets,15,2,13,6,3451,10,4,True,1,87
adobe/brackets,15,1,1,2,15,0,2,True,1,2
adobe/brackets,15,4,8,10,37,14,5,True,1,3
adobe/brackets,15,2,2,1,311,1,18,False,0,2
adobe/brackets,15,78,93,8,312,1,31,True,1,2
adobe/brackets,15,1,10,15,98,115,4,True,1,3
adobe/brackets,15,16,16,10,770,13,7,True,1,7
adobe/brackets,15,26,40,7,361,11,12,True,1,6
adobe/brackets,15,16,20,16,523,0,10,True,1,3
adobe/brackets,15,2,37,9,374,167,8,True,1,7
adobe/brackets,15,1,4,14,36,0,3,True,1,1
adobe/brackets,15,37,54,4,66258,55,53,False,1,605
adobe/brackets,15,2,11,11,49,25,6,False,1,2
adobe/brackets,15,3,29,13,235,59,6,True,1,6
adobe/brackets,15,1,1,22,113,85,7,True,1,13
adobe/brackets,15,16,33,29,479,39,15,True,1,17
adobe/brackets,15,2,13,6,33,29,2,True,1,4
adobe/brackets,16,10,11,4,80,15,8,True,1,18
adobe/brackets,16,1,8,6,228,36,8,True,1,6
adobe/brackets,16,2,3,2,20,19,2,True,1,4
adobe/brackets,16,1,2,2,36,9,5,True,1,3
adobe/brackets,16,3,4,3,0,0,3,True,1,0
adobe/brackets,16,4,9,10,52,7,13,True,1,4
adobe/brackets,16,5,8,9,21,21,3,True,1,1
adobe/brackets,16,1,3,7,39,37,6,True,1,19
adobe/brackets,16,6,7,9,12,13,5,True,1,4
adobe/brackets,16,32,45,12,179,121,5,True,0,4
adobe/brackets,16,31,54,9,1323,221,34,True,1,13
adobe/brackets,16,6,12,7,718,271,2,True,1,22
adobe/brackets,16,1,4,7,47,26,3,True,1,7
adobe/brackets,16,49,53,14,428,0,5,True,1,3
adobe/brackets,16,4,21,10,264,164,7,True,1,12
adobe/brackets,16,3,6,10,68,8,6,True,1,2
adobe/brackets,16,3,11,5,62,3,3,True,1,4
adobe/brackets,16,3,14,11,80,36,10,True,1,4
adobe/brackets,16,1,11,4,52,22,2,True,1,1
adobe/brackets,16,7,7,9,210,0,5,True,1,3
adobe/brackets,16,20,25,6,248,1,5,True,1,5
adobe/brackets,16,3,8,12,120374,5036,250,False,1,1215
adobe/brackets,16,1,5,8,166,128,11,True,1,8
adobe/brackets,16,5,8,2,174,21,3,True,1,4
adobe/brackets,16,6,8,8,74,0,7,True,1,1
adobe/brackets,16,2,13,5,308,156,9,True,1,4
adobe/brackets,16,2,8,9,113,24,3,True,1,5
adobe/brackets,16,15,48,11,899,50,7,True,1,20
adobe/brackets,16,5,40,18,1277,6064,96,True,1,20
adobe/brackets,16,1,3,2,24,11,3,True,0,2
adobe/brackets,16,4,4,8,6,1,3,True,1,1
adobe/brackets,16,1,1,6,12,7,2,True,1,2
adobe/brackets,16,3,4,2,4,2,2,True,1,2
adobe/brackets,16,1,5,8,34,23,4,True,1,6
adobe/brackets,16,1,4,6,44,7,3,True,1,2
adobe/brackets,16,7,12,4,547,3,6,True,1,10
adobe/brackets,16,10,17,10,1496,14,6,True,1,23
adobe/brackets,16,3,13,6,30,12,5,True,1,5
adobe/brackets,17,4,4,7,0,0,4,True,1,0
adobe/brackets,17,1,4,5,0,0,4,True,1,0
adobe/brackets,17,2,2,9,58,16,2,True,1,6
adobe/brackets,17,1,1,2,10,2,2,True,1,1
adobe/brackets,17,2,9,4,388,138,6,True,1,11
adobe/brackets,17,3,12,5,56,9,2,True,1,3
adobe/brackets,17,1,2,4,29,9,3,True,1,4
adobe/brackets,17,5,7,4,270,123,7,False,1,10
adobe/brackets,17,6,15,7,1667,453,11,True,1,32
adobe/brackets,17,1,2,2,10,2,2,True,1,1
adobe/brackets,17,1,4,5,234,76,4,True,1,6
adobe/brackets,17,11,12,5,110,65,16,True,1,11
adobe/brackets,17,3,24,3,276,89,2,True,1,5
adobe/brackets,17,2,7,4,116,84,2,True,1,1
adobe/brackets,17,5,17,5,99,33,4,True,1,7
adobe/brackets,17,4,18,18,504,458,27,False,1,27
adobe/brackets,17,7,7,19,6185,2875,15,False,0,69
adobe/brackets,17,2,7,3,18,1,5,True,1,1
adobe/brackets,17,6,8,4,167,97,2,True,1,5
adobe/brackets,17,2,4,5,71,23,3,True,1,3
adobe/brackets,17,1,1,3,0,0,2,True,1,0
adobe/brackets,17,1,1,2,6,0,2,True,0,1
adobe/brackets,17,2,4,8,17,16,3,True,1,3
adobe/brackets,17,7,16,7,15162,12297,37,True,1,79
adobe/brackets,17,10,16,5,47,5,5,True,1,3
adobe/brackets,17,1,1,3,14,4,2,True,0,3
adobe/brackets,17,1,1,1,37,1,2,True,1,4
adobe/brackets,17,1,3,8,26,5,2,True,1,2
adobe/brackets,18,9,59,9,522,142,65,False,1,15
adobe/brackets,18,3,4,7,22,1,5,True,1,2
adobe/brackets,18,1,3,14,79,53,5,True,1,3
adobe/brackets,18,2,11,6,544,8,6,True,1,7
adobe/brackets,18,2,5,5,72,13,10,True,1,5
adobe/brackets,18,3,8,3,104,0,10,False,1,3
adobe/brackets,18,1,2,3,2,0,3,True,1,1
adobe/brackets,18,2,9,2,65,11,6,False,0,2
adobe/brackets,18,2,11,27,152,15,7,False,1,7
adobe/brackets,18,1,1,1,19,1,4,False,1,2
adobe/brackets,18,10,12,5,65,23,8,False,1,3
adobe/brackets,18,2,2,2,0,0,2,True,1,0
adobe/brackets,18,3,3,2,7,2,3,True,1,3
adobe/brackets,18,10,12,6,445,1,12,True,1,3
adobe/brackets,18,1,2,2,2,2,2,True,1,1
adobe/brackets,18,4,14,7,0,0,4,False,1,0
adobe/brackets,18,10,12,12,0,0,10,True,1,0
adobe/brackets,18,2,2,2,32,3,4,True,1,3
adobe/brackets,18,1,32,11,357,69,47,False,1,18
adobe/brackets,19,10,32,38,41,13,26,False,1,5
adobe/brackets,19,2,3,8,33,17,3,True,1,3
adobe/brackets,19,12,17,35,493,360,10,True,1,20
adobe/brackets,19,16,18,6,0,0,5,False,1,0
adobe/brackets,19,2,4,3,24,13,2,True,1,2
adobe/brackets,19,15,16,7,275,13,5,True,1,16
adobe/brackets,19,13,28,38,0,0,13,True,1,0
adobe/brackets,19,2,3,3,102,16,2,True,1,4
adobe/brackets,19,1,3,8,0,0,10,True,1,0
adobe/brackets,19,8,15,9,420,234,5,True,1,2
adobe/brackets,19,2,2,8,28,2,2,True,1,3
adobe/brackets,19,1,2,4,0,0,4,True,0,0
adobe/brackets,19,1,1,3,7,5,2,True,1,1
adobe/brackets,19,17,17,25,77,75,9,True,1,13
adobe/brackets,19,2,33,8,56,25,5,True,1,3
adobe/brackets,19,1,2,3,33,17,3,True,1,1
adobe/brackets,19,2,11,4,155,1,4,True,1,4
adobe/brackets,19,7,23,26,114,117,42,False,1,11
adobe/brackets,19,12,31,2,1470,227,29,True,1,15
adobe/brackets,19,1,7,5,99,33,4,True,1,5
adobe/brackets,19,2,4,3,263,172,4,True,1,5
adobe/brackets,19,4,4,9,32,1,8,True,1,2
adobe/brackets,19,12,16,4,38,27,5,True,1,4
adobe/brackets,19,4,36,19,486,177,6,True,1,15
adobe/brackets,19,4,6,10,64,42,5,True,1,4
adobe/brackets,19,4,13,9,46,32,9,True,1,4
adobe/brackets,20,1,2,9,0,0,2,False,1,0
adobe/brackets,20,2,2,3,2,1,2,True,1,1
adobe/brackets,20,4,4,10,9,38,6,True,1,4
adobe/brackets,20,5,5,1,1,1,3,True,0,1
adobe/brackets,20,1,1,2,23,4,2,True,1,1
adobe/brackets,20,1,10,8,0,0,3,True,1,0
adobe/brackets,20,4,4,13,0,0,7,True,1,0
adobe/brackets,20,2,3,3,11,1,3,True,1,2
adobe/brackets,20,2,5,3,7,6,2,True,1,1
adobe/brackets,20,3,13,3,151,85,3,True,1,17
adobe/brackets,20,8,64,13,1012,614,25,True,1,6
adobe/brackets,20,18,22,18,108,76,13,True,1,6
adobe/brackets,20,3,4,8,8,1,2,True,1,2
adobe/brackets,20,3,3,14,36,6,7,False,1,2
adobe/brackets,20,2,2,6,0,0,6,False,1,0
adobe/brackets,20,2,2,5,9,1,2,True,1,2
adobe/brackets,20,1,13,9,168,101,3,True,1,29
adobe/brackets,20,9,11,46,137,109,16,False,1,5
adobe/brackets,20,1,11,7,132,108,4,False,1,4
adobe/brackets,20,9,11,5,57,71,13,False,1,7
adobe/brackets,20,1,23,6,75,61,10,True,1,1
adobe/brackets,20,4,6,10,2,1,3,False,1,1
adobe/brackets,20,1,1,1,85,0,3,False,1,1
adobe/brackets,20,2,2,4,1,2,6,True,0,1
adobe/brackets,21,1,1,10,2,2,2,True,1,1
adobe/brackets,21,2,8,4,13,11,3,True,1,2
adobe/brackets,21,1,4,6,0,0,4,True,1,0
adobe/brackets,21,5,5,6,14,8,6,True,1,4
adobe/brackets,21,3,5,4,1,1,2,True,1,1
adobe/brackets,21,3,18,7,296,55,9,True,1,12
adobe/brackets,21,1,1,2,1,1,2,True,0,1
adobe/brackets,21,6,23,10,594,35,3,True,1,35
adobe/brackets,21,5,9,8,0,0,6,False,1,0
adobe/brackets,21,3,14,4,9,6,5,True,1,3
adobe/brackets,21,3,25,7,343,50,17,False,1,9
adobe/brackets,21,1,1,7,1,1,3,True,1,1
adobe/brackets,21,1,3,5,66,59,3,True,1,2
adobe/brackets,21,2,8,4,234,132,6,True,1,6
adobe/brackets,21,7,16,12,301,14,7,True,1,6
adobe/brackets,21,9,9,9,70,24,4,False,1,2
adobe/brackets,21,11,12,12,505,0,5,True,1,3
adobe/brackets,21,1,1,6,10,14,8,True,1,4
adobe/brackets,21,1,1,12,38,56,3,False,1,1
adobe/brackets,21,2,4,7,20,12,9,True,1,4
adobe/brackets,21,5,5,24,335,105,2,True,1,1
adobe/brackets,21,3,3,5,0,0,2,True,1,0
adobe/brackets,22,7,9,20,389,4,10,True,1,2
adobe/brackets,22,146,358,29,5026,4163,206,True,1,79
adobe/brackets,22,2,5,9,139,109,6,True,1,2
adobe/brackets,22,4,31,15,1114,194,35,True,1,20
adobe/brackets,22,2,5,21,138,4,16,False,1,4
adobe/brackets,22,1,2,19,78,2,2,True,1,5
adobe/brackets,22,1,1,14,1166,191,12,True,1,12
adobe/brackets,22,1,1,2,5,0,2,True,0,1
adobe/brackets,22,1,4,5,23,2,4,True,1,2
adobe/brackets,22,3,6,5,601,42,15,False,1,4
adobe/brackets,22,3,14,7,239,44,4,True,1,8
adobe/brackets,22,2,16,5,60,27,3,True,1,2
adobe/brackets,22,6,14,5,83,32,3,True,1,5
adobe/brackets,22,2,6,3,9,12,8,True,1,5
adobe/brackets,22,2,2,5,10,10,2,True,1,1
adobe/brackets,22,1,3,16,32,28,5,True,1,2
adobe/brackets,22,7,17,12,225,39,13,True,1,10
adobe/brackets,22,1,1,3,5,2,3,False,1,2
adobe/brackets,22,2,11,9,36,6,4,True,1,3
adobe/brackets,22,1,17,11,125,17,6,True,1,5
adobe/brackets,22,9,9,8,0,0,5,True,1,0
adobe/brackets,22,1,5,11,1366,0,33,False,1,7
adobe/brackets,22,8,8,35,0,0,8,True,1,0
adobe/brackets,22,5,7,26,0,0,14,False,1,0
adobe/brackets,22,1,1,4,8,1,6,False,1,1
adobe/brackets,22,5,14,11,348,59,4,True,1,4
adobe/brackets,22,1,2,1,1,1,2,True,1,1
adobe/brackets,22,53,155,13,727,75,16,True,1,20
adobe/brackets,22,7,14,9,0,0,8,False,1,0
adobe/brackets,22,1,2,37,0,0,6,False,1,0
adobe/brackets,23,2,2,4,40,0,2,True,1,3
adobe/brackets,23,4,7,4,12,7,3,True,1,1
adobe/brackets,23,2,4,3,23,37,2,True,1,1
adobe/brackets,23,1,20,4,105,81,3,True,1,3
adobe/brackets,23,1,4,3,35,17,4,True,1,2
adobe/brackets,23,4,11,8,13,3,5,True,1,2
adobe/brackets,23,3,5,10,18,5,4,True,0,2
adobe/brackets,23,8,31,12,0,0,8,False,1,0
adobe/brackets,23,5,11,72,45,11,8,False,0,4
adobe/brackets,23,2,6,7,91,18,3,True,0,6
adobe/brackets,23,2,4,4,102,34,4,True,1,4
adobe/brackets,23,2,2,1,7,2,2,True,1,1
adobe/brackets,23,7,7,18,0,0,7,False,1,0
adobe/brackets,23,6,7,8,55,30,4,True,1,2
adobe/brackets,23,1,1,3,2,2,2,True,1,1
adobe/brackets,23,4,48,15,270,300,50,True,1,20
adobe/brackets,23,5,26,7,794,670,7,True,1,11
adobe/brackets,23,4,18,6,65,34,3,True,1,3
adobe/brackets,23,3,3,20,1049,650,17,False,1,35
adobe/brackets,23,9,9,10,222,188,6,True,1,7
adobe/brackets,23,4,4,3,14,6,4,True,1,2
adobe/brackets,23,1,12,15,102,44,12,True,1,2
adobe/brackets,23,1,1,3,0,0,2,True,1,0
adobe/brackets,23,8,14,21,74,37,12,True,1,26
adobe/brackets,23,2,2,6,11,2,2,True,1,1
adobe/brackets,23,2,17,35,300,193,8,True,1,7
adobe/brackets,23,8,20,6,66,13,6,False,1,3
adobe/brackets,23,30,151,9,818,135,17,True,1,11
adobe/brackets,23,2,23,6,213,96,4,True,1,5
adobe/brackets,24,2,2,3,0,0,5,True,1,0
adobe/brackets,24,19,42,14,308,142,5,True,1,7
adobe/brackets,24,1,2,5,0,0,5,True,1,0
adobe/brackets,24,2,3,9,10,3,2,True,1,4
adobe/brackets,24,12,163,29,4260,1222,105,True,1,47
adobe/brackets,24,2,6,7,127,82,2,True,1,4
adobe/brackets,24,1,21,9,251,132,6,False,1,1
adobe/brackets,24,2,10,3,7,3,3,True,0,2
adobe/brackets,24,6,7,7,17,0,3,True,1,1
adobe/brackets,24,4,7,6,0,0,5,True,1,0
adobe/brackets,24,4,13,7,0,0,4,True,1,0
adobe/brackets,25,4,22,19,470,174,18,True,1,16
adobe/brackets,25,2,2,5,1304,122,13,True,0,11
adobe/brackets,25,4,13,17,91,21,2,True,1,3
adobe/brackets,25,1,2,2,2,2,2,True,1,1
adobe/brackets,25,8,12,5,11,2,5,True,1,3
adobe/brackets,25,1,1,3,9,4,2,True,1,1
adobe/brackets,25,2,3,4,28,8,2,True,1,1
adobe/brackets,25,2,4,4,245,13,3,True,1,5
adobe/brackets,25,2,4,4,6,6,3,True,1,2
adobe/brackets,25,5,11,13,41,11,6,True,1,5
adobe/brackets,25,9,41,12,3640,87,96,True,1,23
adobe/brackets,25,4,4,5,28,5,2,True,1,1
adobe/brackets,25,2,2,1,5,0,2,True,1,1
adobe/brackets,25,1,2,2,5,4,2,True,1,1
adobe/brackets,25,5,14,3,32,11,5,True,1,2
adobe/brackets,25,9,20,16,0,0,6,True,1,0
adobe/brackets,25,1,1,3,8,8,2,True,1,1
adobe/brackets,25,7,9,2,20,10,6,True,1,5
adobe/brackets,25,4,35,89,392,48,34,True,1,17
adobe/brackets,25,4,7,11,23,14,7,True,1,6
adobe/brackets,25,1,5,12,344,103,12,True,1,7
adobe/brackets,25,4,32,27,721,639,17,True,1,8
adobe/brackets,25,18,25,8,627,1,10,True,1,7
adobe/brackets,25,1,1,3,2,0,2,True,1,1
adobe/brackets,25,2,5,14,44,2,8,False,1,3
adobe/brackets,25,1,1,2,36,0,3,True,1,1
adobe/brackets,25,1,48,27,416,33,22,True,1,3
adobe/brackets,25,7,7,6,25,7,2,True,1,1
adobe/brackets,25,2,6,3,153,32,7,True,1,7
adobe/brackets,25,4,9,1,25,7,2,True,1,1
caskdata/cdap,1,7,27,4,1254,855,23,False,0,41
caskdata/cdap,1,38,61,3,432,130,19,False,1,16
caskdata/cdap,1,24,66,7,362,87,12,True,1,13
caskdata/cdap,1,2,10,7,210,198,6,True,0,11
caskdata/cdap,1,4,12,3,299,2,4,True,0,5
caskdata/cdap,1,27,33,5,52,43,4,True,0,3
caskdata/cdap,1,11,13,1,175,126,14,True,0,12
caskdata/cdap,1,2,16,10,137,48,8,True,1,6
