ProjectName,Period,EffectiveComments,ReviewThreads,GeneralComments,Additions,Deletions,Commits,IsMerged,Assignees,ChangedFiles
AnalyticalGraphicsInc/cesium,1,1,2,1,55,18,2,True,0,2
AnalyticalGraphicsInc/cesium,1,3,4,1,253,58,3,True,0,5
AnalyticalGraphicsInc/cesium,1,12,13,5,98,6,3,True,0,4
AnalyticalGraphicsInc/cesium,1,3,35,7,772,213,24,True,0,11
AnalyticalGraphicsInc/cesium,1,95,152,26,120096,883,250,True,1,181
AnalyticalGraphicsInc/cesium,1,1,2,1,17,4,2,True,0,1
AnalyticalGraphicsInc/cesium,1,1,1,4,825,1048,7,True,0,78
AnalyticalGraphicsInc/cesium,1,77,127,41,3419,1166,45,True,0,11
AnalyticalGraphicsInc/cesium,1,3,3,14,1031,414,7,True,0,8
AnalyticalGraphicsInc/cesium,1,1,2,1,1114,352,5,True,0,17
AnalyticalGraphicsInc/cesium,1,6,11,4,372,739,15,True,0,13
AnalyticalGraphicsInc/cesium,1,4,10,4,908,118,14,True,0,23
AnalyticalGraphicsInc/cesium,2,11,39,22,1632,1155,20,True,0,16
AnalyticalGraphicsInc/cesium,2,53,125,37,4569,2081,81,True,0,40
AnalyticalGraphicsInc/cesium,2,2,2,7,93,34,13,True,0,4
AnalyticalGraphicsInc/cesium,2,1,7,3,104,20,4,True,0,5
AnalyticalGraphicsInc/cesium,2,6,18,14,912,663,17,True,0,5
AnalyticalGraphicsInc/cesium,2,4,12,2,14136,8234,24,True,1,22
AnalyticalGraphicsInc/cesium,2,1,21,2,522,9,16,True,0,3
AnalyticalGraphicsInc/cesium,2,94,109,33,4934,2018,150,True,0,97
AnalyticalGraphicsInc/cesium,2,10,12,8,124,5,8,True,0,5
AnalyticalGraphicsInc/cesium,2,3,3,3,579,584,4,True,0,44
AnalyticalGraphicsInc/cesium,2,2,10,8,2714,1698,22,True,1,39
AnalyticalGraphicsInc/cesium,2,2,7,24,1116,616,46,True,0,25
AnalyticalGraphicsInc/cesium,3,2,3,3,878,22,10,True,0,14
AnalyticalGraphicsInc/cesium,3,3,3,4,582,176,6,True,0,8
AnalyticalGraphicsInc/cesium,3,9,14,6,74,18,35,True,0,3
AnalyticalGraphicsInc/cesium,3,3,11,5,38,8,12,True,0,7
AnalyticalGraphicsInc/cesium,3,1,1,4,186,21,13,True,0,8
AnalyticalGraphicsInc/cesium,3,2,3,2,4,4,2,True,0,2
AnalyticalGraphicsInc/cesium,3,30,36,16,690,340,7,True,0,18
AnalyticalGraphicsInc/cesium,3,18,35,11,1712,823,29,True,0,31
AnalyticalGraphicsInc/cesium,3,2,10,6,717,819,9,True,0,26
AnalyticalGraphicsInc/cesium,3,41,43,29,2605,25,73,False,0,30
AnalyticalGraphicsInc/cesium,3,11,15,4,377,177,5,True,0,11
AnalyticalGraphicsInc/cesium,3,4,6,50,36251,62,227,True,0,237
AnalyticalGraphicsInc/cesium,3,3,3,5,188,188,3,True,0,2
AnalyticalGraphicsInc/cesium,3,3,24,10,183,105,10,True,0,3
AnalyticalGraphicsInc/cesium,4,2,4,3,111,371,5,True,0,13
AnalyticalGraphicsInc/cesium,4,40,80,45,5927,4644,171,True,0,55
AnalyticalGraphicsInc/cesium,4,90,204,99,15836,4005,250,True,0,166
AnalyticalGraphicsInc/cesium,4,1,1,8,38,12,4,True,0,4
AnalyticalGraphicsInc/cesium,5,1,3,3,0,0,8,False,0,0
AnalyticalGraphicsInc/cesium,5,1,3,10,437,60,8,True,0,8
AnalyticalGraphicsInc/cesium,5,3,3,3,217,94,6,True,0,9
AnalyticalGraphicsInc/cesium,5,6,30,12,1895,661,53,True,0,38
AnalyticalGraphicsInc/cesium,5,4,22,27,0,0,13,True,0,0
AnalyticalGraphicsInc/cesium,6,1,3,12,364,6,7,False,0,3
AnalyticalGraphicsInc/cesium,6,7,14,19,2775,2183,70,True,0,113
AnalyticalGraphicsInc/cesium,6,2,6,9,35,12,8,True,0,4
AnalyticalGraphicsInc/cesium,6,2,2,1,2,2,2,True,0,1
AnalyticalGraphicsInc/cesium,6,2,18,17,1039,180,22,True,0,12
AnalyticalGraphicsInc/cesium,7,1,4,8,579,74,12,True,0,7
AnalyticalGraphicsInc/cesium,7,1,1,3,1245,1231,2,True,0,15
AnalyticalGraphicsInc/cesium,7,3,5,2,473,30,3,True,0,15
AnalyticalGraphicsInc/cesium,7,76,87,63,17220,719,182,True,0,46
AnalyticalGraphicsInc/cesium,7,2,2,3,121,0,3,True,0,2
AnalyticalGraphicsInc/cesium,7,1,2,3,165,132,10,True,0,5
AnalyticalGraphicsInc/cesium,7,1,2,8,46,33,9,True,0,10
AnalyticalGraphicsInc/cesium,7,6,20,23,1582,54,24,True,0,8
AnalyticalGraphicsInc/cesium,8,3,4,7,0,0,5,True,0,0
AnalyticalGraphicsInc/cesium,8,2,3,5,393,296,5,True,0,6
AnalyticalGraphicsInc/cesium,8,11,19,6,250,160,16,True,0,7
AnalyticalGraphicsInc/cesium,8,3,12,12,2473,1573,38,True,0,24
AnalyticalGraphicsInc/cesium,8,1,1,3,139,3,3,True,0,5
AnalyticalGraphicsInc/cesium,8,20,93,22,6043,838,250,True,0,65
AnalyticalGraphicsInc/cesium,8,2,8,3,263,69,3,True,0,7
AnalyticalGraphicsInc/cesium,8,1,1,24,12281,9242,55,True,0,57
AnalyticalGraphicsInc/cesium,9,8,8,4,97,0,4,True,0,13
AnalyticalGraphicsInc/cesium,9,1,2,1,71,18,3,True,0,5
AnalyticalGraphicsInc/cesium,9,8,17,23,2852,722,97,True,0,46
AnalyticalGraphicsInc/cesium,9,4,5,11,0,0,22,True,0,0
AnalyticalGraphicsInc/cesium,9,1,5,4,85,39,9,True,0,5
AnalyticalGraphicsInc/cesium,9,1,2,3,20,12,2,True,0,1
AnalyticalGraphicsInc/cesium,9,1,4,2,410,0,5,True,0,9
AnalyticalGraphicsInc/cesium,9,12,18,17,283,35,11,True,0,14
AnalyticalGraphicsInc/cesium,9,1,5,13,78,90,8,True,0,6
AnalyticalGraphicsInc/cesium,10,1,1,1,0,0,3,True,0,0
AnalyticalGraphicsInc/cesium,10,2,4,2,0,0,2,True,0,0
AnalyticalGraphicsInc/cesium,10,7,14,22,45,1,9,True,0,3
AnalyticalGraphicsInc/cesium,10,13,34,54,1719,1588,140,True,0,40
AnalyticalGraphicsInc/cesium,10,1,1,18,0,0,8,True,0,0
AnalyticalGraphicsInc/cesium,10,1,2,4,28,9,2,True,0,2
AnalyticalGraphicsInc/cesium,10,2,2,0,11,0,2,True,0,1
AnalyticalGraphicsInc/cesium,10,1,1,18,8,5,5,True,0,4
AnalyticalGraphicsInc/cesium,10,4,13,5,203,166,9,True,0,16
AnalyticalGraphicsInc/cesium,10,10,22,20,123,23,33,True,0,7
AnalyticalGraphicsInc/cesium,10,2,2,2,3,2,3,True,0,2
AnalyticalGraphicsInc/cesium,10,3,7,5,1131,942,49,True,0,39
AnalyticalGraphicsInc/cesium,10,1,7,2,0,0,8,True,0,0
AnalyticalGraphicsInc/cesium,10,2,2,4,9,6,2,True,0,2
AnalyticalGraphicsInc/cesium,10,5,9,5,373,258,9,True,0,19
AnalyticalGraphicsInc/cesium,10,11,14,7,400,765,16,True,0,40
AnalyticalGraphicsInc/cesium,11,18,19,6,0,0,7,True,0,0
AnalyticalGraphicsInc/cesium,11,9,23,10,1175,34,40,True,0,18
AnalyticalGraphicsInc/cesium,11,2,2,9,16,1,7,True,0,3
AnalyticalGraphicsInc/cesium,11,5,6,3,30,2,5,True,0,2
AnalyticalGraphicsInc/cesium,11,8,22,8,1137,1025,36,True,0,40
AnalyticalGraphicsInc/cesium,11,3,3,5,75,17,4,True,0,6
AnalyticalGraphicsInc/cesium,11,50,57,9,0,0,23,True,0,0
AnalyticalGraphicsInc/cesium,11,2,9,9,92,64,7,True,0,4
AnalyticalGraphicsInc/cesium,11,2,6,7,185,0,8,True,0,1
AnalyticalGraphicsInc/cesium,11,6,30,5,0,0,49,True,0,0
AnalyticalGraphicsInc/cesium,11,2,2,5,38,5,4,True,0,2
AnalyticalGraphicsInc/cesium,11,3,8,11,19,2,9,True,0,1
AnalyticalGraphicsInc/cesium,11,2,2,1,26,4054,4,True,0,12
AnalyticalGraphicsInc/cesium,11,3,6,6,319,31,9,True,0,10
AnalyticalGraphicsInc/cesium,11,5,22,6,0,0,17,True,0,0
AnalyticalGraphicsInc/cesium,11,4,4,3,690,149,7,True,0,23
AnalyticalGraphicsInc/cesium,11,11,15,9,1289,0,22,True,0,8
AnalyticalGraphicsInc/cesium,11,4,4,3,1,0,4,True,0,1
AnalyticalGraphicsInc/cesium,12,1,21,22,0,0,33,False,0,0
AnalyticalGraphicsInc/cesium,12,2,12,0,0,0,2,True,0,0
AnalyticalGraphicsInc/cesium,12,5,9,3,520,838,14,True,0,16
AnalyticalGraphicsInc/cesium,12,4,4,20,2776,2336,93,True,0,59
AnalyticalGraphicsInc/cesium,12,6,7,10,799,9,27,True,0,6
AnalyticalGraphicsInc/cesium,12,3,3,7,12,2,5,True,0,3
AnalyticalGraphicsInc/cesium,12,1,9,6,402,38,12,True,0,6
AnalyticalGraphicsInc/cesium,12,1,6,4,541,387,14,True,0,17
AnalyticalGraphicsInc/cesium,12,8,21,11,0,0,42,False,0,0
AnalyticalGraphicsInc/cesium,12,3,10,8,3809,2018,35,True,0,45
AnalyticalGraphicsInc/cesium,12,2,2,7,1108,7,6,True,0,11
AnalyticalGraphicsInc/cesium,12,31,41,18,1088,36,9,True,0,10
AnalyticalGraphicsInc/cesium,12,3,3,3,596,118,19,True,0,20
AnalyticalGraphicsInc/cesium,12,3,11,6,0,0,8,True,0,0
AnalyticalGraphicsInc/cesium,13,1,3,8,143,29,12,True,0,13
AnalyticalGraphicsInc/cesium,13,34,41,18,0,0,23,True,0,0
AnalyticalGraphicsInc/cesium,13,1,2,2,507,75,6,True,0,8
AnalyticalGraphicsInc/cesium,13,6,10,6,857,142,27,True,0,11
AnalyticalGraphicsInc/cesium,13,2,2,1,7072,2,2,True,0,3
AnalyticalGraphicsInc/cesium,13,1,24,12,1706,505,40,True,0,26
AnalyticalGraphicsInc/cesium,13,4,5,2,0,0,7,True,0,0
AnalyticalGraphicsInc/cesium,13,5,9,8,1359,653,27,True,0,120
AnalyticalGraphicsInc/cesium,13,108,138,9,16338,4579,250,True,0,142
AnalyticalGraphicsInc/cesium,13,8,18,15,1175,27,27,True,0,11
AnalyticalGraphicsInc/cesium,14,6,7,4,0,0,8,True,0,0
AnalyticalGraphicsInc/cesium,14,5,27,9,3099,2016,48,True,0,99
AnalyticalGraphicsInc/cesium,14,5,6,14,415,9,11,True,0,7
AnalyticalGraphicsInc/cesium,14,25,27,13,0,0,38,False,0,0
AnalyticalGraphicsInc/cesium,14,1,11,9,2969,2430,10,True,0,291
AnalyticalGraphicsInc/cesium,14,12,12,12,0,0,31,True,0,0
AnalyticalGraphicsInc/cesium,14,1,2,1,293,13,2,True,0,9
AnalyticalGraphicsInc/cesium,14,10,20,12,0,0,22,True,0,0
AnalyticalGraphicsInc/cesium,14,2,3,1,57,5,3,True,0,2
AnalyticalGraphicsInc/cesium,14,6,12,9,0,0,7,True,0,0
AnalyticalGraphicsInc/cesium,15,6,27,6,4169,2686,47,True,0,61
AnalyticalGraphicsInc/cesium,15,26,35,27,1809,82,31,True,0,21
AnalyticalGraphicsInc/cesium,15,1,1,7,113,6,8,True,0,2
AnalyticalGraphicsInc/cesium,15,9,9,6,0,0,12,True,0,0
AnalyticalGraphicsInc/cesium,15,1,3,1,170,27,16,True,0,6
AnalyticalGraphicsInc/cesium,15,25,32,29,0,0,46,True,0,0
AnalyticalGraphicsInc/cesium,15,4,17,10,220,2,8,False,0,3
AnalyticalGraphicsInc/cesium,15,1,2,10,129,20,16,True,0,7
AnalyticalGraphicsInc/cesium,15,1,1,5,516,234,9,True,0,21
AnalyticalGraphicsInc/cesium,15,10,39,19,2382,2344,31,True,0,41
AnalyticalGraphicsInc/cesium,15,15,21,7,7090,9026,93,True,0,153
AnalyticalGraphicsInc/cesium,15,3,3,8,37,3,6,True,0,2
AnalyticalGraphicsInc/cesium,15,2,2,9,0,0,2,True,0,0
AnalyticalGraphicsInc/cesium,15,1,1,4,142,83,13,True,0,8
AnalyticalGraphicsInc/cesium,15,24,76,23,1448,2077,66,True,0,104
AnalyticalGraphicsInc/cesium,15,18,30,10,1632,223,18,True,0,25
AnalyticalGraphicsInc/cesium,15,13,60,19,639,20,16,True,0,13
AnalyticalGraphicsInc/cesium,15,1,5,5,525,82,17,True,0,10
AnalyticalGraphicsInc/cesium,16,6,8,3,57,6,6,True,0,4
AnalyticalGraphicsInc/cesium,16,1,1,1,732,98,13,True,0,32
AnalyticalGraphicsInc/cesium,16,2,5,4,546,51,14,True,0,18
AnalyticalGraphicsInc/cesium,16,5,7,7,268,140,14,True,0,6
AnalyticalGraphicsInc/cesium,16,1,1,1,247,158,8,True,0,9
AnalyticalGraphicsInc/cesium,16,4,8,4,90,8,3,True,0,3
AnalyticalGraphicsInc/cesium,16,6,6,3,244,119,5,True,0,14
AnalyticalGraphicsInc/cesium,16,4,6,23,349,256,6,True,0,53
AnalyticalGraphicsInc/cesium,16,1,6,1,274,26,3,True,0,11
AnalyticalGraphicsInc/cesium,16,1,1,12,47,39,15,True,0,16
AnalyticalGraphicsInc/cesium,16,17,19,20,763,20,28,True,0,16
AnalyticalGraphicsInc/cesium,16,5,5,59,796,43,59,True,0,18
AnalyticalGraphicsInc/cesium,16,4,7,14,2227,46,9,True,0,72
AnalyticalGraphicsInc/cesium,17,4,9,3,672,2,34,False,0,5
AnalyticalGraphicsInc/cesium,17,1,2,2,43,41,4,True,0,10
AnalyticalGraphicsInc/cesium,17,1,2,1,10,5,2,True,0,1
AnalyticalGraphicsInc/cesium,17,7,15,5,1153,496,26,True,0,40
AnalyticalGraphicsInc/cesium,17,8,20,16,312,3,7,False,0,6
AnalyticalGraphicsInc/cesium,17,1,7,5,284,119,7,True,0,10
AnalyticalGraphicsInc/cesium,17,8,19,8,1757,772,27,False,0,16
AnalyticalGraphicsInc/cesium,17,10,18,21,1132,2,99,True,0,13
AnalyticalGraphicsInc/cesium,18,2,7,10,289,34,11,True,0,18
AnalyticalGraphicsInc/cesium,18,10,10,35,1832,32,39,True,0,18
AnalyticalGraphicsInc/cesium,18,1,1,4,942,1247,11,True,0,53
AnalyticalGraphicsInc/cesium,18,2,5,5,1736,8,45,True,0,15
AnalyticalGraphicsInc/cesium,18,4,7,4,107,34,7,True,0,8
AnalyticalGraphicsInc/cesium,18,2,9,3,825,547,24,True,0,7
AnalyticalGraphicsInc/cesium,18,1,1,4,25,2,3,True,0,2
AnalyticalGraphicsInc/cesium,19,1,1,2,118,38,4,True,0,7
AnalyticalGraphicsInc/cesium,19,3,4,12,2398,1403,12,True,0,394
AnalyticalGraphicsInc/cesium,19,1,7,4,500,331,12,True,0,10
AnalyticalGraphicsInc/cesium,19,4,9,3,545,296,16,True,0,31
AnalyticalGraphicsInc/cesium,19,5,30,10,649,147,31,True,0,27
AnalyticalGraphicsInc/cesium,19,5,10,5,179,23,17,False,0,26
AnalyticalGraphicsInc/cesium,20,2,2,2,82,80,3,True,0,7
AnalyticalGraphicsInc/cesium,20,5,9,9,96,135,13,True,0,5
AnalyticalGraphicsInc/cesium,20,31,54,32,1454,62,43,True,0,17
AnalyticalGraphicsInc/cesium,20,2,3,2,49,1387,2,True,0,195
AnalyticalGraphicsInc/cesium,20,3,3,2,62,34,8,True,0,6
AnalyticalGraphicsInc/cesium,20,38,100,48,2290,384,155,True,0,34
AnalyticalGraphicsInc/cesium,20,1,8,3,123,7,4,True,0,10
AnalyticalGraphicsInc/cesium,20,30,55,17,8683,3145,100,True,0,111
AnalyticalGraphicsInc/cesium,20,14,33,21,3112,124,77,True,0,26
AnalyticalGraphicsInc/cesium,20,1,1,2,4,1,2,True,0,1
AnalyticalGraphicsInc/cesium,20,1,1,5,80,61,4,True,0,11
AnalyticalGraphicsInc/cesium,21,3,9,16,534,478,29,True,0,15
AnalyticalGraphicsInc/cesium,21,4,5,3,25,8,6,True,0,2
AnalyticalGraphicsInc/cesium,21,1,4,10,2402,2521,11,True,0,41
AnalyticalGraphicsInc/cesium,21,5,5,11,106,15,45,True,0,11
AnalyticalGraphicsInc/cesium,21,4,4,2,232,71,5,True,0,3
AnalyticalGraphicsInc/cesium,21,1,6,11,1014,988,14,True,0,151
AnalyticalGraphicsInc/cesium,21,2,4,2,355,289,5,True,0,65
AnalyticalGraphicsInc/cesium,21,15,24,10,26517,154,250,True,0,88
AnalyticalGraphicsInc/cesium,22,1,3,7,46,46,6,True,0,20
AnalyticalGraphicsInc/cesium,22,2,2,10,2254,13,23,False,0,18
AnalyticalGraphicsInc/cesium,22,1,1,9,341,1,6,True,0,21
AnalyticalGraphicsInc/cesium,22,2,3,10,241,350,12,True,0,19
AnalyticalGraphicsInc/cesium,22,4,4,9,280,388,9,True,0,24
AnalyticalGraphicsInc/cesium,22,8,36,9,829,642,29,True,0,32
AnalyticalGraphicsInc/cesium,22,1,1,5,421,11,5,True,0,8
AnalyticalGraphicsInc/cesium,22,3,7,4,490,195,12,True,0,15
AnalyticalGraphicsInc/cesium,22,1,6,2,1609,1873,7,True,0,45
AnalyticalGraphicsInc/cesium,22,1,2,0,255,6,3,True,0,8
AnalyticalGraphicsInc/cesium,23,1,3,3,97,0,4,True,0,2
AnalyticalGraphicsInc/cesium,23,3,7,2,1176,356,25,True,0,26
AnalyticalGraphicsInc/cesium,23,4,4,1,4,4,3,True,0,2
AnalyticalGraphicsInc/cesium,23,4,8,12,134,41,18,True,0,13
AnalyticalGraphicsInc/cesium,23,2,2,1,34,16,2,True,0,2
AnalyticalGraphicsInc/cesium,23,1,1,3,330,89,4,True,0,2
AnalyticalGraphicsInc/cesium,23,1,3,0,545,422,19,True,0,14
AnalyticalGraphicsInc/cesium,23,1,2,3,492,507,9,True,0,86
AnalyticalGraphicsInc/cesium,23,3,3,12,691,0,9,True,0,12
AnalyticalGraphicsInc/cesium,23,2,3,3,164,67,10,True,0,18
AnalyticalGraphicsInc/cesium,23,2,2,19,1420,69,44,True,0,17
AnalyticalGraphicsInc/cesium,23,3,7,7,297,264,10,True,0,8
AnalyticalGraphicsInc/cesium,23,1,6,2,1711,82,9,True,0,12
AnalyticalGraphicsInc/cesium,24,9,16,60,1875,484,107,True,0,26
AnalyticalGraphicsInc/cesium,24,1,3,2,109,93,4,True,0,7
AnalyticalGraphicsInc/cesium,24,4,18,15,1634,1494,25,True,0,86
AnalyticalGraphicsInc/cesium,24,2,2,1,193,517,9,True,0,147
AnalyticalGraphicsInc/cesium,24,1,1,0,615,360,11,True,0,53
AnalyticalGraphicsInc/cesium,24,10,20,2,858,330,28,True,0,7
AnalyticalGraphicsInc/cesium,24,1,12,7,155,18,9,True,0,5
AnalyticalGraphicsInc/cesium,24,2,2,5,34,20,3,True,0,4
AnalyticalGraphicsInc/cesium,24,10,12,47,3587,2278,75,True,0,30
AnalyticalGraphicsInc/cesium,24,3,4,4,163,0,6,True,0,2
AnalyticalGraphicsInc/cesium,24,2,2,7,2,1,2,True,0,1
AnalyticalGraphicsInc/cesium,24,3,15,5,686,104,39,True,0,13
AnalyticalGraphicsInc/cesium,24,3,10,0,238,238,6,True,0,74
AnalyticalGraphicsInc/cesium,24,1,2,2,53,1,4,True,0,1
AnalyticalGraphicsInc/cesium,24,1,1,1,220,252,4,True,0,35
AnalyticalGraphicsInc/cesium,25,4,5,11,366,83,8,True,0,34
AnalyticalGraphicsInc/cesium,25,1,2,1,57,7,2,True,0,4
AnalyticalGraphicsInc/cesium,25,2,13,4,913,1064,17,True,0,53
AnalyticalGraphicsInc/cesium,25,9,27,11,692,129,22,True,0,24
AnalyticalGraphicsInc/cesium,25,1,7,1,524,242,6,True,0,83
AnalyticalGraphicsInc/cesium,25,1,2,9,144,36,7,True,0,16
AnalyticalGraphicsInc/cesium,25,1,12,2,2465,1007,21,True,0,38
apache/storm,1,1,1,3,0,0,2,True,0,0
apache/storm,1,1,7,44,1818,728,10,True,0,12
apache/storm,1,7,7,15,16,13,4,True,0,1
apache/storm,1,1,16,13,627,195,22,True,0,11
apache/storm,1,2,2,3,4,2,2,True,0,2
apache/storm,2,22,29,7,109456,44,250,True,0,731
apache/storm,2,1,6,13,51,21,6,False,0,1
apache/storm,2,20,21,12,305,1,8,True,0,3
apache/storm,2,1,1,4,421,0,5,True,0,3
apache/storm,3,1,5,7,0,0,2,True,0,0
apache/storm,3,1,14,31,1065,29,21,True,0,10
apache/storm,3,2,2,4,4,2,3,True,0,1
apache/storm,3,1,1,3,5,0,2,True,0,1
apache/storm,3,5,5,7,797,108,3,True,0,8
apache/storm,3,6,6,8,83,9,12,True,0,3
apache/storm,3,8,12,4,546,0,2,True,0,1
apache/storm,3,1,1,3,600,8,9,True,0,6
apache/storm,3,2,8,6,287,30,5,True,0,10
apache/storm,3,1,4,7,0,0,80,False,0,0
apache/storm,4,1,1,19,3,0,6,True,0,3
apache/storm,4,10,14,9,1072,32,8,True,0,20
apache/storm,4,1,1,4,1,1,2,True,0,1
apache/storm,4,3,6,7,0,0,1,True,0,0
apache/storm,4,2,2,8,74,8,2,True,0,2
apache/storm,5,9,19,22,421,136,5,True,0,6
apache/storm,5,2,5,3,147,213,5,True,0,31
apache/storm,5,1,6,16,1691,651,13,False,0,41
apache/storm,6,2,7,15,10,2,6,True,0,3
apache/storm,6,2,28,25,422,170,10,True,0,9
apache/storm,6,1,1,3,0,0,3,False,0,0
apache/storm,7,1,11,9,24,8,15,False,0,5
apache/storm,7,15,21,11,661,29,22,True,0,12
apache/storm,7,1,2,13,16,14,4,True,0,2
apache/storm,8,1,2,14,4546,0,5,False,0,63
apache/storm,8,2,3,13,40,26,8,True,0,5
apache/storm,9,1,5,7,54,16,5,True,0,4
apache/storm,9,6,11,56,0,0,4,True,0,0
apache/storm,9,1,8,37,3224,659,96,True,0,39
apache/storm,9,39,60,19,2047,2,19,True,0,25
apache/storm,9,2,4,7,39,0,2,True,0,2
apache/storm,10,2,3,3,1,1,4,False,0,1
apache/storm,10,2,2,2,476,69,5,False,0,20
apache/storm,10,1,2,11,820,21,13,False,0,12
apache/storm,10,6,18,13,6606,206,9,True,0,35
apache/storm,11,3,3,29,203,38,12,True,0,9
apache/storm,11,1,1,7,54,1,2,True,0,5
apache/storm,11,3,6,11,573,148,8,True,0,25
apache/storm,11,3,6,13,1559,941,8,False,0,20
apache/storm,11,2,2,9,628,523,2,True,0,3
apache/storm,11,1,2,2,2,1,3,True,0,1
apache/storm,12,2,2,4,225,1,2,True,0,5
apache/storm,12,1,7,3,38,24,3,False,0,1
apache/storm,12,3,5,6,121,7,7,True,0,10
apache/storm,12,3,9,9,623,417,10,True,0,19
apache/storm,12,2,2,4,2,1,2,True,0,1
apache/storm,12,7,7,23,144,0,5,True,0,5
apache/storm,12,1,1,2,54,8,4,True,0,4
apache/storm,13,5,8,12,207924,139,250,True,0,1384
apache/storm,13,2,3,7,288,21,5,True,0,13
apache/storm,13,7,7,6,2841,2842,5,False,0,93
apache/storm,13,13,20,23,49,28,4,True,0,2
apache/storm,14,1,7,18,40,0,3,True,0,3
apache/storm,14,3,3,9,35,94,2,False,0,2
apache/storm,14,2,2,5,66,1,2,True,0,2
apache/storm,14,15,21,18,1223,0,9,True,0,19
apache/storm,14,4,27,15,16248,1456,16,True,0,39
apache/storm,15,1,4,2,10,18,11,False,0,2
apache/storm,15,1,1,3,125,34,2,True,0,4
apache/storm,15,2,6,14,10,3,2,False,0,4
apache/storm,15,1,1,3,30,1,2,True,0,7
apache/storm,16,2,2,10,0,0,6,False,0,0
apache/storm,16,1,1,4,0,0,2,True,0,0
apache/storm,16,5,26,7,2170,2,2,True,0,30
apache/storm,16,1,1,12,20,16,4,True,0,3
apache/storm,16,1,5,4,90,20,5,True,0,6
apache/storm,16,1,4,7,260,1,4,True,0,3
apache/storm,16,1,2,4,9,0,3,True,0,3
apache/storm,16,3,5,5,0,0,1,True,0,0
apache/storm,16,1,12,21,602,84,9,True,0,8
apache/storm,16,2,2,9,33,27,4,False,0,1
apache/storm,17,5,8,7,0,0,11,True,0,0
apache/storm,17,2,6,7,56,43,11,True,0,9
apache/storm,17,4,7,5,206,65,5,True,0,14
apache/storm,17,2,2,5,5,2,2,True,0,1
apache/storm,17,1,1,4,0,0,4,False,0,0
apache/storm,17,3,8,11,0,0,8,True,0,0
apache/storm,17,1,7,33,2404,1718,3,False,0,36
apache/storm,17,4,11,11,4123,1024,17,True,0,43
apache/storm,17,3,14,17,514,20,3,True,0,13
apache/storm,17,1,7,11,49,4,2,True,0,3
apache/storm,18,1,7,10,0,0,1,True,0,0
apache/storm,18,1,5,8,4670,21,6,True,0,29
apache/storm,18,2,3,5,0,0,2,True,0,0
apache/storm,18,1,2,7,1,1,2,True,0,1
apache/storm,18,4,15,30,272,204,6,True,0,14
apache/storm,18,1,2,5,9,9,3,True,0,1
apache/storm,18,1,1,3,48,2,3,True,0,3
apache/storm,18,2,60,17,5161,1821,1,True,0,61
apache/storm,18,2,2,6,43,12,4,True,0,4
apache/storm,19,4,8,19,5276,52,8,True,0,41
apache/storm,19,49,77,23,8135,477,29,True,0,67
apache/storm,19,1,5,6,3018,257,8,True,0,16
apache/storm,19,2,4,9,58,39,3,True,0,2
apache/storm,19,8,35,25,1797,497,2,True,0,8
apache/storm,19,36,58,17,1952,1,4,True,0,24
apache/storm,19,1,5,4,43,28,2,True,0,2
apache/storm,19,4,8,7,293,10,4,True,0,11
apache/storm,19,3,8,12,4389,28,6,True,0,35
apache/storm,19,3,3,4,24,34,2,True,0,3
apache/storm,19,18,341,32,39640,9515,4,True,0,96
apache/storm,19,12,21,31,0,0,2,True,0,0
apache/storm,20,2,24,4,725,47,4,True,0,17
apache/storm,20,155,352,26,3924,390,16,True,0,31
apache/storm,20,6,6,3,30,0,6,False,0,1
apache/storm,20,1,3,5,1,1,2,True,0,1
apache/storm,20,7,17,8,226,59,6,True,0,5
apache/storm,20,3,9,9,1691,178,4,True,0,27
apache/storm,20,5,9,13,2466,2047,10,True,0,38
apache/storm,20,10,20,19,502,16,12,True,0,14
apache/storm,20,1,2,15,51,11,2,True,0,24
apache/storm,20,1,1,7,2,2,2,True,0,1
apache/storm,21,2,4,3,19,19,3,True,0,2
apache/storm,21,3,3,3,10,8,2,True,0,3
apache/storm,21,2,8,6,40,22,3,True,0,6
apache/storm,21,3,3,18,27,13,3,True,0,4
apache/storm,21,5,7,6,917,724,3,True,0,26
apache/storm,21,2,2,4,968,31,5,True,0,21
apache/storm,21,21,31,11,735,217,4,True,0,5
apache/storm,21,15,19,8,304,1,6,True,0,2
apache/storm,21,1,1,4,1,0,2,False,0,1
apache/storm,21,19,22,10,2913,6,6,True,0,32
apache/storm,21,52,70,13,3965,10,17,True,0,23
apache/storm,21,4,7,9,23,36,4,True,0,6
apache/storm,22,2,4,4,265154,265026,4,False,0,1480
apache/storm,22,5,36,9,1636,520,1,True,0,38
apache/storm,22,2,29,14,0,0,2,True,0,0
apache/storm,22,12,17,7,356,17,4,True,0,11
apache/storm,22,4,5,6,453,29,6,True,0,8
apache/storm,22,4,25,13,658,374,4,True,0,14
apache/storm,22,2,3,12,424,2,3,True,0,7
apache/storm,22,48,62,8,853,328,12,True,0,19
apache/storm,22,2,2,2,3,1,2,True,0,1
apache/storm,22,15,23,11,2644,31,15,True,0,58
apache/storm,22,164,273,19,3053,26,6,True,0,32
apache/storm,22,46,72,7,926,593,22,True,0,36
apache/storm,22,1,2,1,13,2,2,True,0,3
apache/storm,23,3,5,4,37,30,3,True,0,4
apache/storm,23,9,9,8,154,86,8,True,0,4
