,Id,Slug,Url,HasTravis,HasCircle,NumPrs,NumComments
25403,48943904,gamejolt/gamejolt,https://api.github.com/repos/gamejolt/gamejolt,False,True,185.0,50.0
25409,60294689,Norstone/norstone.github.io,https://api.github.com/repos/Norstone/norstone.github.io,False,True,272.0,57.0
25422,16281121,Financial-Times/o-forms,https://api.github.com/repos/Financial-Times/o-forms,False,True,125.0,64.0
25484,53109283,pokedextracker/api.pokedextracker.com,https://api.github.com/repos/pokedextracker/api.pokedextracker.com,False,True,38.0,2.0
25518,41181220,jangernert/FeedReader,https://api.github.com/repos/jangernert/FeedReader,False,True,210.0,540.0
25584,16547878,ministryofjustice/cla_frontend,https://api.github.com/repos/ministryofjustice/cla_frontend,False,True,229.0,600.0
25628,9429031,labocho/rubydoc-ja-docsets,https://api.github.com/repos/labocho/rubydoc-ja-docsets,False,True,36.0,9.0
25671,27280169,Rise-Vision/widget-video,https://api.github.com/repos/Rise-Vision/widget-video,False,True,208.0,576.0
25714,60530986,redbadger/badger-brain,https://api.github.com/repos/redbadger/badger-brain,False,True,84.0,73.0
25729,35725867,kimh/clojure-by-example,https://api.github.com/repos/kimh/clojure-by-example,False,True,22.0,15.0
25746,59612715,conda-forge/pytools-feedstock,https://api.github.com/repos/conda-forge/pytools-feedstock,False,True,18.0,41.0
25765,27727916,wellington/wellington,https://api.github.com/repos/wellington/wellington,False,True,71.0,49.0
25772,27804716,aurelia/templating,https://api.github.com/repos/aurelia/templating,False,True,194.0,567.0
25783,55613996,groupby/api-javascript,https://api.github.com/repos/groupby/api-javascript,False,True,75.0,25.0
25813,52009517,conda-forge/geos-feedstock,https://api.github.com/repos/conda-forge/geos-feedstock,False,True,29.0,139.0
25860,1638447,pyladies/pyladies,https://api.github.com/repos/pyladies/pyladies,False,True,309.0,639.0
25894,30421552,umdio/umdio,https://api.github.com/repos/umdio/umdio,False,True,57.0,71.0
25909,9153072,killbill/killbill-commons,https://api.github.com/repos/killbill/killbill-commons,False,True,41.0,29.0
25973,15706418,shadow-robot/ros_ethercat,https://api.github.com/repos/shadow-robot/ros_ethercat,False,True,52.0,21.0
25978,59163442,react-in-action/letters-social,https://api.github.com/repos/react-in-action/letters-social,False,True,541.0,35.0
25999,51015987,Financial-Times/n-url-management-api-read-client,https://api.github.com/repos/Financial-Times/n-url-management-api-read-client,False,True,43.0,31.0
26022,43394868,cvogt/cbt,https://api.github.com/repos/cvogt/cbt,False,True,270.0,416.0
26037,1483572,ten24/Slatwall,https://api.github.com/repos/ten24/Slatwall,False,True,4838.0,1101.0
26103,63149366,conda-forge/pyjwt-feedstock,https://api.github.com/repos/conda-forge/pyjwt-feedstock,False,True,13.0,19.0
26114,58648374,instedd/planwise,https://api.github.com/repos/instedd/planwise,False,True,204.0,34.0
26118,29758007,gliderlabs/docker-alpine,https://api.github.com/repos/gliderlabs/docker-alpine,False,True,94.0,268.0
26177,33106233,Oneflow/oneflow-sdk-js,https://api.github.com/repos/Oneflow/oneflow-sdk-js,False,True,23.0,6.0
26202,43510585,TheKevJames/you-should-read,https://api.github.com/repos/TheKevJames/you-should-read,False,True,87.0,32.0
26215,49764410,kt3k/spn,https://api.github.com/repos/kt3k/spn,False,True,45.0,25.0
26216,50224698,zeit/micro,https://api.github.com/repos/zeit/micro,False,True,184.0,394.0
26253,13988923,jonyardley/AstroView,https://api.github.com/repos/jonyardley/AstroView,False,True,15.0,
26289,18327612,cloudify-cosmo/cloudify-dsl-parser,https://api.github.com/repos/cloudify-cosmo/cloudify-dsl-parser,False,True,130.0,21.0
26318,64717629,line/promgen,https://api.github.com/repos/line/promgen,False,True,119.0,170.0
26329,8379453,noboru-i/kyouen-ios,https://api.github.com/repos/noboru-i/kyouen-ios,False,True,75.0,12.0
26341,53425214,conda-forge/gdal-feedstock,https://api.github.com/repos/conda-forge/gdal-feedstock,False,True,143.0,667.0
26371,41357887,Financial-Times/s3o-middleware,https://api.github.com/repos/Financial-Times/s3o-middleware,False,True,40.0,30.0
26389,28484415,kirushik/critical_chain,https://api.github.com/repos/kirushik/critical_chain,False,True,39.0,1.0
26417,16480576,dimsav/laravel-translatable,https://api.github.com/repos/dimsav/laravel-translatable,False,True,178.0,403.0
26434,61280833,zentrick/iab-vast-parser,https://api.github.com/repos/zentrick/iab-vast-parser,False,True,28.0,34.0
26464,12258882,ajoberstar/grgit,https://api.github.com/repos/ajoberstar/grgit,False,True,66.0,108.0
26470,340290,gyazo/Gyazo-for-Linux,https://api.github.com/repos/gyazo/Gyazo-for-Linux,False,True,58.0,79.0
26532,34678084,opencog/atomspace,https://api.github.com/repos/opencog/atomspace,False,True,1682.0,2231.0
26578,19238213,RudoRoemer/Felix,https://api.github.com/repos/RudoRoemer/Felix,False,True,116.0,56.0
26634,43342919,decaffeinate/decaffeinate-parser,https://api.github.com/repos/decaffeinate/decaffeinate-parser,False,True,268.0,86.0
26664,47930696,TheSharks/WildBeast,https://api.github.com/repos/TheSharks/WildBeast,False,True,112.0,122.0
26672,48270152,reactioncommerce/redoc,https://api.github.com/repos/reactioncommerce/redoc,False,True,49.0,32.0
26700,31739721,lusis/go-rundeck,https://api.github.com/repos/lusis/go-rundeck,False,True,32.0,7.0
26713,26522697,neomake/neomake,https://api.github.com/repos/neomake/neomake,False,True,1505.0,2380.0
26727,61743690,dialogs/dialog-web-components,https://api.github.com/repos/dialogs/dialog-web-components,False,True,185.0,54.0
26754,25031754,deliveroo/routemaster,https://api.github.com/repos/deliveroo/routemaster,False,True,117.0,136.0
26763,9384267,electron/electron,https://api.github.com/repos/electron/electron,False,True,5136.0,9962.0
26786,34205003,piotrkowalczuk/charon,https://api.github.com/repos/piotrkowalczuk/charon,False,True,16.0,10.0
26829,8266573,slipstream/SlipStreamServer,https://api.github.com/repos/slipstream/SlipStreamServer,False,True,718.0,266.0
26871,4424014,codeforamerica/open311status,https://api.github.com/repos/codeforamerica/open311status,False,True,101.0,23.0
26875,4695374,killbill/killbill-client-ruby,https://api.github.com/repos/killbill/killbill-client-ruby,False,True,61.0,59.0
26877,7519310,linuxmint/cinnamon-screensaver,https://api.github.com/repos/linuxmint/cinnamon-screensaver,False,True,95.0,95.0
26892,4733263,FCP-INDI/C-PAC,https://api.github.com/repos/FCP-INDI/C-PAC,False,True,282.0,62.0
26957,8863313,deivid-rodriguez/byebug,https://api.github.com/repos/deivid-rodriguez/byebug,False,True,266.0,643.0
26971,59418449,conda-forge/holoviews-feedstock,https://api.github.com/repos/conda-forge/holoviews-feedstock,False,True,56.0,213.0
26979,31321681,bungoume/debug-server,https://api.github.com/repos/bungoume/debug-server,False,True,9.0,
27010,14017618,nerves-project/nerves_system_br,https://api.github.com/repos/nerves-project/nerves_system_br,False,True,232.0,145.0
27049,3156820,freedomofpress/securedrop,https://api.github.com/repos/freedomofpress/securedrop,False,True,2379.0,6640.0
27091,19239509,bcoin-org/bcoin,https://api.github.com/repos/bcoin-org/bcoin,False,True,325.0,1029.0
27110,46860630,abusesa/abusehelper,https://api.github.com/repos/abusesa/abusehelper,False,True,76.0,61.0
27115,27534934,PokeAPI/pokeapi,https://api.github.com/repos/PokeAPI/pokeapi,False,True,77.0,141.0
27136,43765846,drazisil/parent-folder,https://api.github.com/repos/drazisil/parent-folder,False,True,13.0,1.0
27147,56243799,conda-forge/nbformat-feedstock,https://api.github.com/repos/conda-forge/nbformat-feedstock,False,True,12.0,43.0
27152,8869463,openfl/openfl,https://api.github.com/repos/openfl/openfl,False,True,781.0,1061.0
27155,26967383,KnpLabs/DictionaryBundle,https://api.github.com/repos/KnpLabs/DictionaryBundle,False,True,95.0,41.0
27178,206424,apache/cassandra,https://api.github.com/repos/apache/cassandra,False,True,317.0,282.0
27268,16303962,classmethod/gradle-aws-plugin,https://api.github.com/repos/classmethod/gradle-aws-plugin,False,True,81.0,89.0
27300,42917467,fetus-hina/stat.ink,https://api.github.com/repos/fetus-hina/stat.ink,False,True,245.0,27.0
27381,16149854,palantir/plottable,https://api.github.com/repos/palantir/plottable,False,True,1934.0,5300.0
27397,35654751,philipsharp/afieldguidetoelephpants,https://api.github.com/repos/philipsharp/afieldguidetoelephpants,False,True,68.0,112.0
27399,62592607,conda-forge/pytest-qt-feedstock,https://api.github.com/repos/conda-forge/pytest-qt-feedstock,False,True,25.0,37.0
27432,27393375,etalab/adresse.data.gouv.fr,https://api.github.com/repos/etalab/adresse.data.gouv.fr,False,True,131.0,48.0
27443,65293920,Financial-Times/o-cookie-message,https://api.github.com/repos/Financial-Times/o-cookie-message,False,True,61.0,25.0
27460,30141536,poteto/ember-cli-flash,https://api.github.com/repos/poteto/ember-cli-flash,False,True,183.0,314.0
27507,22176098,signalfx/signalfx-collectd-plugin,https://api.github.com/repos/signalfx/signalfx-collectd-plugin,False,True,67.0,46.0
27523,64086114,conda-forge/hypothesis-feedstock,https://api.github.com/repos/conda-forge/hypothesis-feedstock,False,True,292.0,388.0
27603,66737765,conda-forge/pylint-django-feedstock,https://api.github.com/repos/conda-forge/pylint-django-feedstock,False,True,20.0,24.0
27620,64739429,CharlesMangwa/react-native-simple-markdown,https://api.github.com/repos/CharlesMangwa/react-native-simple-markdown,False,True,26.0,37.0
27638,61631334,conda-forge/tinydb-feedstock,https://api.github.com/repos/conda-forge/tinydb-feedstock,False,True,18.0,35.0
27646,1747302,redding/ggem,https://api.github.com/repos/redding/ggem,False,True,33.0,38.0
27677,53256295,svartalfheim/akashi-bot,https://api.github.com/repos/svartalfheim/akashi-bot,False,True,8.0,2.0
27693,45816680,sgerrand/docker-glibc-builder,https://api.github.com/repos/sgerrand/docker-glibc-builder,False,True,17.0,7.0
27736,24740201,Clever/kayvee-go,https://api.github.com/repos/Clever/kayvee-go,False,True,71.0,143.0
27744,53727081,conda-forge/pandoc-feedstock,https://api.github.com/repos/conda-forge/pandoc-feedstock,False,True,44.0,133.0
27818,74462316,satoshun/RxWebView,https://api.github.com/repos/satoshun/RxWebView,False,True,31.0,4.0
27828,71728492,7imbrook/timbrook.life,https://api.github.com/repos/7imbrook/timbrook.life,False,True,15.0,1.0
27847,55318381,nerves-project/nerves_system_rpi2,https://api.github.com/repos/nerves-project/nerves_system_rpi2,False,True,70.0,16.0
27856,28925549,18F/before-you-ship,https://api.github.com/repos/18F/before-you-ship,False,True,242.0,369.0
27893,53647982,Financial-Times/public-content-by-concept-api,https://api.github.com/repos/Financial-Times/public-content-by-concept-api,False,True,19.0,14.0
27913,5913967,ucsd-progsys/liquidhaskell,https://api.github.com/repos/ucsd-progsys/liquidhaskell,False,True,716.0,1505.0
27979,53178225,ewasm/design,https://api.github.com/repos/ewasm/design,False,True,83.0,143.0
27983,24023921,noboru-i/SlideViewer,https://api.github.com/repos/noboru-i/SlideViewer,False,True,85.0,13.0
27992,23059825,crowi/crowi,https://api.github.com/repos/crowi/crowi,False,True,332.0,246.0
28039,54995571,conda-forge/rasterio-feedstock,https://api.github.com/repos/conda-forge/rasterio-feedstock,False,True,82.0,147.0
28065,60948339,amperity/lein-monolith,https://api.github.com/repos/amperity/lein-monolith,False,True,23.0,28.0
28066,47580020,blockstack/blockstack-browser,https://api.github.com/repos/blockstack/blockstack-browser,False,True,326.0,860.0
28095,60682100,Instamojo/android-sdk-sample-app,https://api.github.com/repos/Instamojo/android-sdk-sample-app,False,True,12.0,6.0
28099,55511413,conda-forge/libspatialite-feedstock,https://api.github.com/repos/conda-forge/libspatialite-feedstock,False,True,31.0,48.0
28152,63757174,grassrootza/grassroot-learning,https://api.github.com/repos/grassrootza/grassroot-learning,False,True,39.0,2.0
28189,75043960,StackStorm-Exchange/stackstorm-slack,https://api.github.com/repos/StackStorm-Exchange/stackstorm-slack,False,True,40.0,58.0
28233,47025785,SwiftyBeaver/SwiftyBeaver,https://api.github.com/repos/SwiftyBeaver/SwiftyBeaver,False,True,121.0,214.0
28301,23053947,mapbox/MapboxGeocoder.swift,https://api.github.com/repos/mapbox/MapboxGeocoder.swift,False,True,108.0,95.0
28322,45254268,rolepoint/flump,https://api.github.com/repos/rolepoint/flump,False,True,26.0,49.0
28342,51914365,mozilla-services/kinto-dist,https://api.github.com/repos/mozilla-services/kinto-dist,False,True,240.0,226.0
28357,62563197,conda-forge/flexx-feedstock,https://api.github.com/repos/conda-forge/flexx-feedstock,False,True,12.0,33.0
28367,36960637,palantir/atlasdb,https://api.github.com/repos/palantir/atlasdb,False,True,2874.0,5168.0
28403,1257087,dlang/druntime,https://api.github.com/repos/dlang/druntime,False,True,1086.0,6350.0
28415,46301055,duckietown/Software,https://api.github.com/repos/duckietown/Software,False,True,357.0,162.0
28454,37078656,ministryofjustice/money-to-prisoners-cashbook,https://api.github.com/repos/ministryofjustice/money-to-prisoners-cashbook,False,True,471.0,214.0
28486,38462337,TakeScoop/SwiftyRSA,https://api.github.com/repos/TakeScoop/SwiftyRSA,False,True,39.0,110.0
28493,31590530,witch-house/pronoun.is,https://api.github.com/repos/witch-house/pronoun.is,False,True,52.0,66.0
28512,27496578,clojure-emacs/inf-clojure,https://api.github.com/repos/clojure-emacs/inf-clojure,False,True,95.0,279.0
28544,33854851,Wootric/WootricSDK-Android,https://api.github.com/repos/Wootric/WootricSDK-Android,False,True,56.0,95.0
28557,62846083,wcharczuk/go-chart,https://api.github.com/repos/wcharczuk/go-chart,False,True,35.0,21.0
28559,44828292,18F/federalist-builder,https://api.github.com/repos/18F/federalist-builder,False,True,73.0,48.0
28572,46168708,IzumiSy/chat-api-server,https://api.github.com/repos/IzumiSy/chat-api-server,False,True,47.0,2.0
28585,36369028,Financial-Times/o-comment-ui,https://api.github.com/repos/Financial-Times/o-comment-ui,False,True,18.0,15.0
28602,16873349,Courseography/courseography,https://api.github.com/repos/Courseography/courseography,False,True,612.0,790.0
28677,74632071,wordbots/wordbots-core,https://api.github.com/repos/wordbots/wordbots-core,False,True,397.0,94.0
28696,34893704,jaymzh/pius,https://api.github.com/repos/jaymzh/pius,False,True,59.0,93.0
28697,59866504,daniyalzade/django_reverse_admin,https://api.github.com/repos/daniyalzade/django_reverse_admin,False,True,14.0,6.0
28746,15987081,ideal-postcodes/postcodes.io,https://api.github.com/repos/ideal-postcodes/postcodes.io,False,True,143.0,71.0
28756,60705418,influxdata/influxdata-docker,https://api.github.com/repos/influxdata/influxdata-docker,False,True,215.0,149.0
28795,37580171,CureApp/base-domain-loopback,https://api.github.com/repos/CureApp/base-domain-loopback,False,True,54.0,8.0
28806,64667531,GSA/open-gsa-redesign,https://api.github.com/repos/GSA/open-gsa-redesign,False,True,223.0,60.0
28831,63929228,conda-forge/simbody-feedstock,https://api.github.com/repos/conda-forge/simbody-feedstock,False,True,20.0,128.0
28843,20503692,Originate/guide,https://api.github.com/repos/Originate/guide,False,True,15.0,26.0
28872,44416141,Microsoft/generator-docker,https://api.github.com/repos/Microsoft/generator-docker,False,True,42.0,53.0
28962,20272016,moltin/js-sdk,https://api.github.com/repos/moltin/js-sdk,False,True,136.0,136.0
29003,43292561,divio/ac-wheelsproxy,https://api.github.com/repos/divio/ac-wheelsproxy,False,True,17.0,6.0
29009,32883857,xdotai/play-json-extensions,https://api.github.com/repos/xdotai/play-json-extensions,False,True,25.0,72.0
29012,49796497,castle/castle-node,https://api.github.com/repos/castle/castle-node,False,True,8.0,6.0
29044,26925714,GSA/punchcard,https://api.github.com/repos/GSA/punchcard,False,True,43.0,45.0
29063,21134995,gosu-lang/gosu-lang,https://api.github.com/repos/gosu-lang/gosu-lang,False,True,55.0,41.0
29076,3402899,pbrisbin/yesod-paginator,https://api.github.com/repos/pbrisbin/yesod-paginator,False,True,20.0,41.0
29100,68531092,foray1010/stylelint-config-foray1010,https://api.github.com/repos/foray1010/stylelint-config-foray1010,False,True,1.0,
29113,9185941,segmentio/analytics-android,https://api.github.com/repos/segmentio/analytics-android,False,True,371.0,412.0
29159,21468310,Rise-Vision/widget-settings-ui-components,https://api.github.com/repos/Rise-Vision/widget-settings-ui-components,False,True,257.0,709.0
29171,13689238,AvisoNovate/pretty,https://api.github.com/repos/AvisoNovate/pretty,False,True,18.0,17.0
29176,27788951,aurelia/router,https://api.github.com/repos/aurelia/router,False,True,231.0,628.0
29203,54648215,unicef/etools,https://api.github.com/repos/unicef/etools,False,True,2202.0,1304.0
29253,26636185,meet-tarantino/tarantino,https://api.github.com/repos/meet-tarantino/tarantino,False,True,28.0,63.0
29266,7527833,GSA/jobs_api,https://api.github.com/repos/GSA/jobs_api,False,True,24.0,58.0
29307,49150362,SparkFund/sails-forth,https://api.github.com/repos/SparkFund/sails-forth,False,True,15.0,7.0
29351,45759388,abusesa/idiokit,https://api.github.com/repos/abusesa/idiokit,False,True,27.0,11.0
29373,46990749,brainsiq/hapi-boom-decorators,https://api.github.com/repos/brainsiq/hapi-boom-decorators,False,True,37.0,10.0
29385,33584029,twlevelup/watch_edition,https://api.github.com/repos/twlevelup/watch_edition,False,True,40.0,17.0
29404,40700062,CQSCloud/common-gulp,https://api.github.com/repos/CQSCloud/common-gulp,False,True,89.0,
29406,5776030,bear/python-twitter,https://api.github.com/repos/bear/python-twitter,False,True,268.0,453.0
29459,70499999,conda-forge/hpc05-feedstock,https://api.github.com/repos/conda-forge/hpc05-feedstock,False,True,27.0,59.0
29473,15344288,Shopify/go-lua,https://api.github.com/repos/Shopify/go-lua,False,True,34.0,32.0
29643,59089061,conda-forge/tk-feedstock,https://api.github.com/repos/conda-forge/tk-feedstock,False,True,25.0,165.0
29705,5275559,thoughtbot/neat,https://api.github.com/repos/thoughtbot/neat,False,True,245.0,625.0
29730,53168296,level12/webgrid,https://api.github.com/repos/level12/webgrid,False,True,19.0,15.0
29802,46818218,cloud-ca/go-cloudca,https://api.github.com/repos/cloud-ca/go-cloudca,False,True,23.0,20.0
29855,56043948,conda-forge/tornado-feedstock,https://api.github.com/repos/conda-forge/tornado-feedstock,False,True,24.0,50.0
29885,52306093,apiaryio/api-elements,https://api.github.com/repos/apiaryio/api-elements,False,True,37.0,46.0
29897,23238573,spring-cloud/spring-cloud-bus,https://api.github.com/repos/spring-cloud/spring-cloud-bus,False,True,45.0,41.0
29917,76359342,qlik-oss/leonardo-ui,https://api.github.com/repos/qlik-oss/leonardo-ui,False,True,35.0,12.0
29940,53470638,conda-forge/gsl-feedstock,https://api.github.com/repos/conda-forge/gsl-feedstock,False,True,29.0,116.0
29943,63635118,SaskArtists/SaskArtists,https://api.github.com/repos/SaskArtists/SaskArtists,False,True,139.0,133.0
29954,52916143,twilio/video-quickstart-android,https://api.github.com/repos/twilio/video-quickstart-android,False,True,160.0,81.0
29984,2515120,palantir/Cinch,https://api.github.com/repos/palantir/Cinch,False,True,29.0,2.0
30015,34232497,headwayio/headway.io,https://api.github.com/repos/headwayio/headway.io,False,True,242.0,43.0
30060,24433842,bunkerchat/bunker,https://api.github.com/repos/bunkerchat/bunker,False,True,371.0,33.0
30126,42593972,b12io/orchestra,https://api.github.com/repos/b12io/orchestra,False,True,147.0,148.0
30156,53470645,conda-forge/nco-feedstock,https://api.github.com/repos/conda-forge/nco-feedstock,False,True,70.0,310.0
30205,74999479,PagerDuty/incident-response-docs,https://api.github.com/repos/PagerDuty/incident-response-docs,False,True,86.0,19.0
30229,4733624,swiftype/swiftype-wordpress,https://api.github.com/repos/swiftype/swiftype-wordpress,False,True,32.0,44.0
30264,72562617,DevExpress/DevExtreme-Intl,https://api.github.com/repos/DevExpress/DevExtreme-Intl,False,True,50.0,3.0
30312,38982074,JHUGen/JHUGen,https://api.github.com/repos/JHUGen/JHUGen,False,True,135.0,103.0
30315,27583674,fsek/web,https://api.github.com/repos/fsek/web,False,True,509.0,715.0
30381,24576957,ImageMarkup/isic-archive,https://api.github.com/repos/ImageMarkup/isic-archive,False,True,421.0,488.0
30471,47824319,Automattic/wp-desktop,https://api.github.com/repos/Automattic/wp-desktop,False,True,247.0,402.0
30480,39321023,prebid/Prebid.js,https://api.github.com/repos/prebid/Prebid.js,False,True,2585.0,5213.0
30553,19997634,micahflee/onionshare,https://api.github.com/repos/micahflee/onionshare,False,True,454.0,955.0
30597,39027907,Duke-Translational-Bioinformatics/duke-data-service-portal,https://api.github.com/repos/Duke-Translational-Bioinformatics/duke-data-service-portal,False,True,565.0,10.0
30602,40217027,rit-sse/node-api,https://api.github.com/repos/rit-sse/node-api,False,True,24.0,69.0
30623,56512708,redbrick/static-site,https://api.github.com/repos/redbrick/static-site,False,True,222.0,128.0
30652,1512901,Flexget/Flexget,https://api.github.com/repos/Flexget/Flexget,False,True,1302.0,3883.0
30695,26379718,groupby/api-java,https://api.github.com/repos/groupby/api-java,False,True,86.0,50.0
30751,18694088,gfredericks/test.chuck,https://api.github.com/repos/gfredericks/test.chuck,False,True,34.0,260.0
30881,66872012,code-dot-org/blockly,https://api.github.com/repos/code-dot-org/blockly,False,True,757.0,805.0
30891,25543884,shadow-robot/sr_ur_arm,https://api.github.com/repos/shadow-robot/sr_ur_arm,False,True,41.0,14.0
30968,71313103,conda-forge/libssh2-feedstock,https://api.github.com/repos/conda-forge/libssh2-feedstock,False,True,24.0,110.0
30977,71786447,conda-forge/fenics-feedstock,https://api.github.com/repos/conda-forge/fenics-feedstock,False,True,50.0,149.0
31007,57041104,groupby/chillastic,https://api.github.com/repos/groupby/chillastic,False,True,18.0,3.0
31063,58200530,conda-forge/ipyleaflet-feedstock,https://api.github.com/repos/conda-forge/ipyleaflet-feedstock,False,True,48.0,80.0
31075,49970642,yarnpkg/yarn,https://api.github.com/repos/yarnpkg/yarn,False,True,1735.0,5953.0
31083,13353426,cinchapi/concourse,https://api.github.com/repos/cinchapi/concourse,False,True,278.0,212.0
31179,21561301,acgotaku/BaiduExporter,https://api.github.com/repos/acgotaku/BaiduExporter,False,True,49.0,142.0
31184,23207382,y-yagi/OneTouchSearch,https://api.github.com/repos/y-yagi/OneTouchSearch,False,True,46.0,5.0
31195,53703126,prometheus/influxdb_exporter,https://api.github.com/repos/prometheus/influxdb_exporter,False,True,28.0,25.0
31204,35172054,geckoboard/cake-bot,https://api.github.com/repos/geckoboard/cake-bot,False,True,14.0,14.0
31295,41199577,Automattic/simplenote-electron,https://api.github.com/repos/Automattic/simplenote-electron,False,True,430.0,1090.0
31296,37598169,GlobalNamesArchitecture/gnparser,https://api.github.com/repos/GlobalNamesArchitecture/gnparser,False,True,231.0,160.0
31368,55966171,Financial-Times/fastly-tools,https://api.github.com/repos/Financial-Times/fastly-tools,False,True,39.0,37.0
31414,16147933,tc39/test262,https://api.github.com/repos/tc39/test262,False,True,1654.0,4186.0
31431,70516701,dequelabs/axe-cli,https://api.github.com/repos/dequelabs/axe-cli,False,True,47.0,87.0
31481,69975775,ministryofjustice/family-mediators-api,https://api.github.com/repos/ministryofjustice/family-mediators-api,False,True,75.0,17.0
31505,12614368,gocardless/statesman,https://api.github.com/repos/gocardless/statesman,False,True,198.0,632.0
31506,42631648,king601/AndrewFomera,https://api.github.com/repos/king601/AndrewFomera,False,True,8.0,
31522,3476193,brianmay/spud,https://api.github.com/repos/brianmay/spud,False,True,145.0,61.0
31547,62964705,conda-forge/sortedcontainers-feedstock,https://api.github.com/repos/conda-forge/sortedcontainers-feedstock,False,True,17.0,39.0
31555,10092257,conduit/conduit,https://api.github.com/repos/conduit/conduit,False,True,23.0,31.0
31574,39958242,Financial-Times/n-worker,https://api.github.com/repos/Financial-Times/n-worker,False,True,21.0,1.0
31588,27728611,aurelia/dependency-injection,https://api.github.com/repos/aurelia/dependency-injection,False,True,63.0,171.0
31622,57158628,isuPatches/WiseFy,https://api.github.com/repos/isuPatches/WiseFy,False,True,26.0,3.0
31714,34534630,plaid/transcribe,https://api.github.com/repos/plaid/transcribe,False,True,20.0,24.0
31734,59806695,conda-forge/openturns-feedstock,https://api.github.com/repos/conda-forge/openturns-feedstock,False,True,77.0,178.0
31769,30313192,thoughtbot/constable,https://api.github.com/repos/thoughtbot/constable,False,True,86.0,79.0
31816,54516201,globality-corp/microcosm-pubsub,https://api.github.com/repos/globality-corp/microcosm-pubsub,False,True,158.0,93.0
31846,44748522,ft-interactive/starter-kit,https://api.github.com/repos/ft-interactive/starter-kit,False,True,137.0,122.0
31900,63733228,mozilla/webcompat-addon,https://api.github.com/repos/mozilla/webcompat-addon,False,True,45.0,79.0
31902,74161388,hashrocket/tilex,https://api.github.com/repos/hashrocket/tilex,False,True,311.0,210.0
31933,53316077,nam3/arekai-da,https://api.github.com/repos/nam3/arekai-da,False,True,114.0,11.0
31961,16281326,Financial-Times/o-footer,https://api.github.com/repos/Financial-Times/o-footer,False,True,59.0,47.0
31980,26614511,girder/covalic,https://api.github.com/repos/girder/covalic,False,True,180.0,266.0
32015,40128496,kenchan/tdnm,https://api.github.com/repos/kenchan/tdnm,False,True,77.0,
32040,48181489,grafana/piechart-panel,https://api.github.com/repos/grafana/piechart-panel,False,True,47.0,68.0
32107,12338931,jgm/pandoc-citeproc,https://api.github.com/repos/jgm/pandoc-citeproc,False,True,48.0,80.0
32192,48108534,oss-gate/workshop,https://api.github.com/repos/oss-gate/workshop,False,True,652.0,412.0
32214,30269686,prometheus/collectd_exporter,https://api.github.com/repos/prometheus/collectd_exporter,False,True,45.0,96.0
32229,43803895,redco/goose-parser,https://api.github.com/repos/redco/goose-parser,False,True,64.0,85.0
32248,6877175,buttonmen-dev/buttonmen,https://api.github.com/repos/buttonmen-dev/buttonmen,False,True,1173.0,5553.0
32263,22902008,InsightSoftwareConsortium/ITKPerformanceBenchmarking,https://api.github.com/repos/InsightSoftwareConsortium/ITKPerformanceBenchmarking,False,True,53.0,72.0
32279,69468665,shinosakarb/tebukuro,https://api.github.com/repos/shinosakarb/tebukuro,False,True,202.0,495.0
32336,28630778,Financial-Times/n-heroku-tools,https://api.github.com/repos/Financial-Times/n-heroku-tools,False,True,171.0,99.0
32342,41029883,motss/app-datepicker,https://api.github.com/repos/motss/app-datepicker,False,True,43.0,84.0
32349,28396795,steelbrain/node-ssh,https://api.github.com/repos/steelbrain/node-ssh,False,True,52.0,45.0
32379,21244924,Financial-Times/polyfill-service,https://api.github.com/repos/Financial-Times/polyfill-service,False,True,1131.0,2102.0
32380,66466300,conda-forge/twine-feedstock,https://api.github.com/repos/conda-forge/twine-feedstock,False,True,18.0,56.0
32386,24734972,tilezen/tilequeue,https://api.github.com/repos/tilezen/tilequeue,False,True,216.0,164.0
32498,70515711,conda-forge/parquet-cpp-feedstock,https://api.github.com/repos/conda-forge/parquet-cpp-feedstock,False,True,52.0,125.0
32575,53236738,silverstripeltd/frisp,https://api.github.com/repos/silverstripeltd/frisp,False,True,18.0,6.0
32606,20275971,threatstream/mhn,https://api.github.com/repos/threatstream/mhn,False,True,160.0,220.0
32617,18731779,ngs/sources.ngs.io,https://api.github.com/repos/ngs/sources.ngs.io,False,True,27.0,
32642,29588996,Siyavula/siyavula.latex2image,https://api.github.com/repos/Siyavula/siyavula.latex2image,False,True,40.0,10.0
32647,56403204,OCIoficial/ocimatic,https://api.github.com/repos/OCIoficial/ocimatic,False,True,20.0,
32660,45677828,Koheron/koheron-sdk,https://api.github.com/repos/Koheron/koheron-sdk,False,True,183.0,4.0
32773,62818056,conda-forge/postgresql-feedstock,https://api.github.com/repos/conda-forge/postgresql-feedstock,False,True,44.0,170.0
32799,73302537,hull-ships/hull-intercom,https://api.github.com/repos/hull-ships/hull-intercom,False,True,148.0,36.0
32811,28107529,cryogen-project/cryogen-docs,https://api.github.com/repos/cryogen-project/cryogen-docs,False,True,15.0,11.0
32812,33352201,grpc-ecosystem/grpc-gateway,https://api.github.com/repos/grpc-ecosystem/grpc-gateway,False,True,377.0,1997.0
32822,34877706,wheresrhys/fetch-mock,https://api.github.com/repos/wheresrhys/fetch-mock,False,True,191.0,272.0
32825,61161994,auth0/react-native-auth0,https://api.github.com/repos/auth0/react-native-auth0,False,True,70.0,131.0
