,Id,Slug,Url,HasTravis,HasCircle,NumPrs,NumComments
43800,29027682,pivotal-cf/spring-cloud-services-connector,https://api.github.com/repos/pivotal-cf/spring-cloud-services-connector,False,True,72.0,26.0
43812,8077411,whiteleaf7/narou,https://api.github.com/repos/whiteleaf7/narou,False,True,94.0,140.0
43819,66354019,conda-forge/openmesh-feedstock,https://api.github.com/repos/conda-forge/openmesh-feedstock,False,True,17.0,30.0
43840,66864996,conda-forge/gstreamer-feedstock,https://api.github.com/repos/conda-forge/gstreamer-feedstock,False,True,21.0,66.0
43850,27759972,feedforce/feedforce-ruboty,https://api.github.com/repos/feedforce/feedforce-ruboty,False,True,141.0,187.0
43879,37723493,codeclimate/codeclimate-bundler-audit,https://api.github.com/repos/codeclimate/codeclimate-bundler-audit,False,True,59.0,69.0
43893,62133094,conda-forge/keystoneauth1-feedstock,https://api.github.com/repos/conda-forge/keystoneauth1-feedstock,False,True,25.0,31.0
43936,61556071,SmartThingsOSS/ratpack-kafka,https://api.github.com/repos/SmartThingsOSS/ratpack-kafka,False,True,8.0,17.0
43962,57351272,conda-forge/pyomo-feedstock,https://api.github.com/repos/conda-forge/pyomo-feedstock,False,True,28.0,62.0
43986,1103720,franckverrot/activevalidators,https://api.github.com/repos/franckverrot/activevalidators,False,True,71.0,135.0
44021,3600233,InsightSoftwareConsortium/ITKSoftwareGuide,https://api.github.com/repos/InsightSoftwareConsortium/ITKSoftwareGuide,False,True,96.0,171.0
44056,31579242,Rise-Vision/storage-gcs-logging,https://api.github.com/repos/Rise-Vision/storage-gcs-logging,False,True,15.0,16.0
44092,45937003,shadow-robot/ros_control_robot,https://api.github.com/repos/shadow-robot/ros_control_robot,False,True,22.0,7.0
44094,57146219,lightstep/lightstep-tracer-cpp,https://api.github.com/repos/lightstep/lightstep-tracer-cpp,False,True,138.0,37.0
44100,74655084,Financial-Times/concept-search-api,https://api.github.com/repos/Financial-Times/concept-search-api,False,True,61.0,135.0
44155,50259821,nerves-project/nerves,https://api.github.com/repos/nerves-project/nerves,False,True,306.0,357.0
44166,1193838,pbrisbin/aurget,https://api.github.com/repos/pbrisbin/aurget,False,True,27.0,55.0
44186,67753070,zeit/now-cli,https://api.github.com/repos/zeit/now-cli,False,True,873.0,1031.0
44204,10318703,hull/hull-node,https://api.github.com/repos/hull/hull-node,False,True,74.0,48.0
44295,38155890,project-juiz/hubot-juiz,https://api.github.com/repos/project-juiz/hubot-juiz,False,True,17.0,5.0
44340,49967219,dial-once/node-bunnymq,https://api.github.com/repos/dial-once/node-bunnymq,False,True,49.0,101.0
44354,1961331,oddbird/oddsite,https://api.github.com/repos/oddbird/oddsite,False,True,178.0,202.0
44431,44454518,AsaAyers/js-hyperclick,https://api.github.com/repos/AsaAyers/js-hyperclick,False,True,27.0,60.0
44468,68780151,Yoctol/stylelint-config-yoctol,https://api.github.com/repos/Yoctol/stylelint-config-yoctol,False,True,64.0,39.0
44477,29933431,Clever/thrift-pool,https://api.github.com/repos/Clever/thrift-pool,False,True,18.0,43.0
44510,23129464,nickvanw/bogon,https://api.github.com/repos/nickvanw/bogon,False,True,30.0,9.0
44524,70279801,lologarithm/netgen,https://api.github.com/repos/lologarithm/netgen,False,True,27.0,8.0
44542,55246201,facebook/makeitopen,https://api.github.com/repos/facebook/makeitopen,False,True,62.0,47.0
44556,14904442,obduk/cms,https://api.github.com/repos/obduk/cms,False,True,1019.0,85.0
44572,43440762,hyperoslo/Cache,https://api.github.com/repos/hyperoslo/Cache,False,True,133.0,230.0
44658,31296125,OnsenUI/onsen.io,https://api.github.com/repos/OnsenUI/onsen.io,False,True,514.0,308.0
44671,50324093,GUI/lua-resty-auto-ssl,https://api.github.com/repos/GUI/lua-resty-auto-ssl,False,True,40.0,92.0
44696,17939582,ministryofjustice/cla_public,https://api.github.com/repos/ministryofjustice/cla_public,False,True,424.0,1242.0
44748,7032192,tongueroo/lono,https://api.github.com/repos/tongueroo/lono,False,True,29.0,11.0
44803,39256706,stefanwalther/sense-navigation,https://api.github.com/repos/stefanwalther/sense-navigation,False,True,38.0,42.0
44809,30027650,18F/accessibility,https://api.github.com/repos/18F/accessibility,False,True,127.0,110.0
44826,1294210,QueueClassic/queue_classic,https://api.github.com/repos/QueueClassic/queue_classic,False,True,49.0,232.0
44910,8730757,buildbot/buildbot-website,https://api.github.com/repos/buildbot/buildbot-website,False,True,30.0,44.0
44925,5481861,nusmodifications/nusmods,https://api.github.com/repos/nusmodifications/nusmods,False,True,696.0,2037.0
44940,55319430,nerves-project/nerves_system_rpi3,https://api.github.com/repos/nerves-project/nerves_system_rpi3,False,True,90.0,65.0
44949,1601158,zendesk/global_uid,https://api.github.com/repos/zendesk/global_uid,False,True,44.0,80.0
44963,67688326,kt3k/vinyl-accumulate,https://api.github.com/repos/kt3k/vinyl-accumulate,False,True,7.0,4.0
45010,16397192,mikeerickson/gulp-phpunit,https://api.github.com/repos/mikeerickson/gulp-phpunit,False,True,74.0,24.0
45019,7634568,gorilla/feeds,https://api.github.com/repos/gorilla/feeds,False,True,47.0,90.0
45022,63606664,ePages-de/react-components,https://api.github.com/repos/ePages-de/react-components,False,True,46.0,32.0
45124,65858187,conda-forge/pytables-feedstock,https://api.github.com/repos/conda-forge/pytables-feedstock,False,True,38.0,114.0
45172,52451469,sue445/itamae-plugin-recipe-tmux,https://api.github.com/repos/sue445/itamae-plugin-recipe-tmux,False,True,19.0,
45180,15111821,grafana/grafana,https://api.github.com/repos/grafana/grafana,False,True,4808.0,12683.0
45215,57182606,prometheus/memcached_exporter,https://api.github.com/repos/prometheus/memcached_exporter,False,True,35.0,65.0
45321,54148754,conda-forge/xarray-feedstock,https://api.github.com/repos/conda-forge/xarray-feedstock,False,True,40.0,79.0
45333,15116946,vuejs/vue-router,https://api.github.com/repos/vuejs/vue-router,False,True,666.0,1191.0
45381,71394196,datadotworld/dw-jdbc,https://api.github.com/repos/datadotworld/dw-jdbc,False,True,30.0,
45424,19710357,AtomLinter/linter-shellcheck,https://api.github.com/repos/AtomLinter/linter-shellcheck,False,True,54.0,71.0
45451,34248598,CoderDojo/cp-dojos-service,https://api.github.com/repos/CoderDojo/cp-dojos-service,False,True,218.0,92.0
45482,53706391,conda-forge/billiard-feedstock,https://api.github.com/repos/conda-forge/billiard-feedstock,False,True,22.0,43.0
45488,51753367,sambatech/player_sdk_android,https://api.github.com/repos/sambatech/player_sdk_android,False,True,55.0,14.0
45565,54860186,conda-forge/vigra-feedstock,https://api.github.com/repos/conda-forge/vigra-feedstock,False,True,45.0,171.0
45569,40318618,opendatakit/validate,https://api.github.com/repos/opendatakit/validate,False,True,47.0,27.0
45595,75432091,kickstarter/ios-oss,https://api.github.com/repos/kickstarter/ios-oss,False,True,624.0,704.0
45606,14635675,grow/grow.io,https://api.github.com/repos/grow/grow.io,False,True,19.0,5.0
45618,6008475,UweTrottmann/tmdb-java,https://api.github.com/repos/UweTrottmann/tmdb-java,False,True,51.0,118.0
45660,33502621,GSA/i14y,https://api.github.com/repos/GSA/i14y,False,True,83.0,91.0
45728,15360927,clojure-emacs/cider-nrepl,https://api.github.com/repos/clojure-emacs/cider-nrepl,False,True,368.0,1573.0
45731,53706399,conda-forge/celery-feedstock,https://api.github.com/repos/conda-forge/celery-feedstock,False,True,25.0,86.0
45800,41664929,PaloAltoNetworks/minemeld-core,https://api.github.com/repos/PaloAltoNetworks/minemeld-core,False,True,197.0,46.0
45855,12877731,slipstream/SlipStreamClient,https://api.github.com/repos/slipstream/SlipStreamClient,False,True,141.0,77.0
45864,62701987,giantswarm/kubernetes-elastic-stack,https://api.github.com/repos/giantswarm/kubernetes-elastic-stack,False,True,25.0,56.0
45875,69011108,jaspervdj/patat,https://api.github.com/repos/jaspervdj/patat,False,True,33.0,29.0
45890,54496676,conda-forge/auditwheel-feedstock,https://api.github.com/repos/conda-forge/auditwheel-feedstock,False,True,14.0,31.0
45909,64560805,vapor/documentation,https://api.github.com/repos/vapor/documentation,False,True,322.0,428.0
45939,1377446,SolidCode/SolidPython,https://api.github.com/repos/SolidCode/SolidPython,False,True,50.0,93.0
45942,58137766,d12frosted/flyspell-correct,https://api.github.com/repos/d12frosted/flyspell-correct,False,True,12.0,18.0
45947,10831014,segmentio/facade,https://api.github.com/repos/segmentio/facade,False,True,86.0,151.0
46004,6947496,zenspider/enhanced-ruby-mode,https://api.github.com/repos/zenspider/enhanced-ruby-mode,False,True,55.0,145.0
46073,34351530,testing-cabal/mock,https://api.github.com/repos/testing-cabal/mock,False,True,73.0,144.0
46086,34570666,codacy/coverage-parser,https://api.github.com/repos/codacy/coverage-parser,False,True,25.0,9.0
46120,39952811,dequelabs/grunt-axe-webdriver,https://api.github.com/repos/dequelabs/grunt-axe-webdriver,False,True,33.0,48.0
46157,8117164,livegrep/livegrep,https://api.github.com/repos/livegrep/livegrep,False,True,165.0,209.0
46172,27608237,aurelia/metadata,https://api.github.com/repos/aurelia/metadata,False,True,29.0,73.0
46203,17510574,pagekit/docs,https://api.github.com/repos/pagekit/docs,False,True,58.0,21.0
46258,36753839,nasa/openmct,https://api.github.com/repos/nasa/openmct,False,True,775.0,1873.0
46324,4442289,humanmade/hm-base,https://api.github.com/repos/humanmade/hm-base,False,True,63.0,72.0
46375,66011827,andes/plex,https://api.github.com/repos/andes/plex,False,True,49.0,20.0
46451,22064309,ethanresnick/json-api,https://api.github.com/repos/ethanresnick/json-api,False,True,51.0,218.0
46473,51140534,sky-uk/toolkit,https://api.github.com/repos/sky-uk/toolkit,False,True,179.0,301.0
46489,59752886,conda-forge/memory_profiler-feedstock,https://api.github.com/repos/conda-forge/memory_profiler-feedstock,False,True,16.0,67.0
46498,47579575,scalegenius/pg_bitemporal,https://api.github.com/repos/scalegenius/pg_bitemporal,False,True,22.0,12.0
46499,57936311,conda-forge/python-dateutil-feedstock,https://api.github.com/repos/conda-forge/python-dateutil-feedstock,False,True,18.0,24.0
46521,59367351,jerome-quere/radis,https://api.github.com/repos/jerome-quere/radis,False,True,8.0,2.0
46543,37532088,IARCbioinfo/needlestack,https://api.github.com/repos/IARCbioinfo/needlestack,False,True,56.0,21.0
46602,18327738,cloudify-cosmo/cloudify-openstack-plugin,https://api.github.com/repos/cloudify-cosmo/cloudify-openstack-plugin,False,True,252.0,66.0
46620,19610043,Financial-Times/o-quote,https://api.github.com/repos/Financial-Times/o-quote,False,True,24.0,15.0
46637,21541051,clojure-emacs/refactor-nrepl,https://api.github.com/repos/clojure-emacs/refactor-nrepl,False,True,86.0,347.0
46665,44410556,googlecodelabs/android-testing,https://api.github.com/repos/googlecodelabs/android-testing,False,True,44.0,80.0
46672,15848380,FarmBot/farmbot_os,https://api.github.com/repos/FarmBot/farmbot_os,False,True,469.0,59.0
46684,54083261,conda-forge/oniguruma-feedstock,https://api.github.com/repos/conda-forge/oniguruma-feedstock,False,True,23.0,34.0
46728,3720894,sous-chefs/postgresql,https://api.github.com/repos/sous-chefs/postgresql,False,True,156.0,232.0
46766,68873663,conda-forge/oslo.utils-feedstock,https://api.github.com/repos/conda-forge/oslo.utils-feedstock,False,True,23.0,28.0
46811,57100225,drecom/docker-centos-base,https://api.github.com/repos/drecom/docker-centos-base,False,True,9.0,3.0
46813,36524737,evant/binding-collection-adapter,https://api.github.com/repos/evant/binding-collection-adapter,False,True,37.0,61.0
46835,29558978,pulibrary/marc_liberation,https://api.github.com/repos/pulibrary/marc_liberation,False,True,264.0,193.0
46873,14500803,mockrunner/mockrunner,https://api.github.com/repos/mockrunner/mockrunner,False,True,32.0,72.0
46899,51452356,infinitered/ignite,https://api.github.com/repos/infinitered/ignite,False,True,522.0,703.0
47022,20712648,willnet/revenger,https://api.github.com/repos/willnet/revenger,False,True,60.0,30.0
47041,27559880,mapbox/MapboxDirections.swift,https://api.github.com/repos/mapbox/MapboxDirections.swift,False,True,243.0,293.0
47096,53172426,lightstep/lightstep-tracer-go,https://api.github.com/repos/lightstep/lightstep-tracer-go,False,True,172.0,183.0
47140,9950667,go-xorm/xorm,https://api.github.com/repos/go-xorm/xorm,False,True,345.0,536.0
47143,69002187,BenjaminMedia/wp-cxense,https://api.github.com/repos/BenjaminMedia/wp-cxense,False,True,93.0,15.0
47156,45833676,TechBooster/C89-FirstStepReVIEW-v2,https://api.github.com/repos/TechBooster/C89-FirstStepReVIEW-v2,False,True,26.0,57.0
47201,60733133,stipsan/ioredis-mock,https://api.github.com/repos/stipsan/ioredis-mock,False,True,336.0,213.0
47290,36865744,rasmusbe/gulp-wp-pot,https://api.github.com/repos/rasmusbe/gulp-wp-pot,False,True,26.0,9.0
47303,43713233,GraffiTab/GraffiTab-Backend,https://api.github.com/repos/GraffiTab/GraffiTab-Backend,False,True,21.0,6.0
47409,39602644,mrowa44/emojify,https://api.github.com/repos/mrowa44/emojify,False,True,21.0,73.0
47537,47663576,makethunder/firehound-blob,https://api.github.com/repos/makethunder/firehound-blob,False,True,56.0,43.0
47538,62346456,conda-forge/fabio-feedstock,https://api.github.com/repos/conda-forge/fabio-feedstock,False,True,18.0,67.0
47540,27943640,Financial-Times/n-express,https://api.github.com/repos/Financial-Times/n-express,False,True,221.0,205.0
47584,1684953,pyne/pyne,https://api.github.com/repos/pyne/pyne,False,True,690.0,3432.0
47591,1307609,pbrisbin/yesod-markdown,https://api.github.com/repos/pbrisbin/yesod-markdown,False,True,45.0,61.0
47598,51067610,coverwallet/cw-components,https://api.github.com/repos/coverwallet/cw-components,False,True,168.0,16.0
47604,70083290,conda-forge/pymc3-feedstock,https://api.github.com/repos/conda-forge/pymc3-feedstock,False,True,29.0,184.0
47643,11507163,uikit/uikit,https://api.github.com/repos/uikit/uikit,False,True,490.0,641.0
47725,26050270,plecto/motorway,https://api.github.com/repos/plecto/motorway,False,True,14.0,8.0
47727,47417566,qubyte/toisu-static,https://api.github.com/repos/qubyte/toisu-static,False,True,5.0,
47767,54965215,steelbrain/npm-path,https://api.github.com/repos/steelbrain/npm-path,False,True,7.0,1.0
47772,41276383,qubyte/toisu,https://api.github.com/repos/qubyte/toisu,False,True,8.0,
47775,65332703,Clever/wag,https://api.github.com/repos/Clever/wag,False,True,204.0,237.0
47843,865250,presidentbeef/brakeman,https://api.github.com/repos/presidentbeef/brakeman,False,True,809.0,1203.0
47874,51060451,RxSwiftCommunity/RxOptional,https://api.github.com/repos/RxSwiftCommunity/RxOptional,False,True,50.0,144.0
47906,25441508,tleunen/react-clickdrag,https://api.github.com/repos/tleunen/react-clickdrag,False,True,88.0,17.0
47921,11587044,benmanns/goworker,https://api.github.com/repos/benmanns/goworker,False,True,42.0,98.0
47977,61572326,DataDog/dd-trace-py,https://api.github.com/repos/DataDog/dd-trace-py,False,True,654.0,765.0
48042,26169576,codacy/sbt-codacy-coverage,https://api.github.com/repos/codacy/sbt-codacy-coverage,False,True,36.0,18.0
48046,24997096,openwrt/luci,https://api.github.com/repos/openwrt/luci,False,True,1683.0,3255.0
48047,32403944,ad2games/rubocop-ci,https://api.github.com/repos/ad2games/rubocop-ci,False,True,48.0,100.0
48073,18169577,plaid/plaid-java,https://api.github.com/repos/plaid/plaid-java,False,True,101.0,81.0
48106,3353578,volpe28v/DevHub,https://api.github.com/repos/volpe28v/DevHub,False,True,44.0,46.0
48145,35487467,homalg-project/homalg_project,https://api.github.com/repos/homalg-project/homalg_project,False,True,62.0,102.0
48170,6047468,Neamar/KISS,https://api.github.com/repos/Neamar/KISS,False,True,443.0,1410.0
48185,3720684,sous-chefs/snort,https://api.github.com/repos/sous-chefs/snort,False,True,19.0,23.0
48210,73500141,palantir/pkg,https://api.github.com/repos/palantir/pkg,False,True,135.0,127.0
48213,7903981,NYULibraries/marli,https://api.github.com/repos/NYULibraries/marli,False,True,59.0,11.0
48218,6677741,fluent/fluentd-docs,https://api.github.com/repos/fluent/fluentd-docs,False,True,450.0,471.0
48244,15510254,openfisca/openfisca-core,https://api.github.com/repos/openfisca/openfisca-core,False,True,326.0,797.0
48254,7142894,rickbergfalk/postgrator,https://api.github.com/repos/rickbergfalk/postgrator,False,True,58.0,92.0
48277,50646767,raiden-network/raiden,https://api.github.com/repos/raiden-network/raiden,False,True,2556.0,3324.0
48285,11931632,ransford/sllurp,https://api.github.com/repos/ransford/sllurp,False,True,44.0,81.0
48292,21317360,koding/koding,https://api.github.com/repos/koding/koding,False,True,2083.0,1639.0
48296,419568,pinax/pinax-notifications,https://api.github.com/repos/pinax/pinax-notifications,False,True,21.0,53.0
48322,12539633,michel-kraemer/gradle-download-task,https://api.github.com/repos/michel-kraemer/gradle-download-task,False,True,27.0,114.0
48357,51730162,TheKevJames/puppet-homebrew,https://api.github.com/repos/TheKevJames/puppet-homebrew,False,True,54.0,111.0
48362,3962354,thiagoalessio/tesseract-ocr-for-php,https://api.github.com/repos/thiagoalessio/tesseract-ocr-for-php,False,True,38.0,54.0
48373,30659570,Financial-Times/n-notification,https://api.github.com/repos/Financial-Times/n-notification,False,True,41.0,11.0
48376,38528498,nkbt/react-copy-to-clipboard,https://api.github.com/repos/nkbt/react-copy-to-clipboard,False,True,37.0,58.0
48389,10437875,linuxmint/cinnamon-session,https://api.github.com/repos/linuxmint/cinnamon-session,False,True,91.0,99.0
48539,49883128,Financial-Times/organisations-rw-neo4j,https://api.github.com/repos/Financial-Times/organisations-rw-neo4j,False,True,31.0,33.0
48545,60903928,auth0-samples/auth0-spring-security-api-sample,https://api.github.com/repos/auth0-samples/auth0-spring-security-api-sample,False,True,23.0,8.0
48611,4091386,pbrisbin/downgrade,https://api.github.com/repos/pbrisbin/downgrade,False,True,38.0,61.0
48615,39356410,AchievementNetwork/static,https://api.github.com/repos/AchievementNetwork/static,False,True,54.0,33.0
48679,45193724,vuejs/jp.vuejs.org,https://api.github.com/repos/vuejs/jp.vuejs.org,False,True,898.0,546.0
48690,62453756,neverendingqs/oauth2-client-shell,https://api.github.com/repos/neverendingqs/oauth2-client-shell,False,True,37.0,
48693,32573437,algolia/algoliasearch-helper-js,https://api.github.com/repos/algolia/algoliasearch-helper-js,False,True,372.0,762.0
48776,45138431,thewtex/docker-opengl,https://api.github.com/repos/thewtex/docker-opengl,False,True,15.0,34.0
48809,37008384,skyderby/skyderby,https://api.github.com/repos/skyderby/skyderby,False,True,55.0,14.0
48835,8957185,forge/roaster,https://api.github.com/repos/forge/roaster,False,True,94.0,490.0
48852,21966082,o19s/splainer,https://api.github.com/repos/o19s/splainer,False,True,19.0,16.0
48915,44458244,boddhisattva/expenses,https://api.github.com/repos/boddhisattva/expenses,False,True,29.0,1.0
48928,54443780,bcherny/json-schema-to-typescript,https://api.github.com/repos/bcherny/json-schema-to-typescript,False,True,67.0,177.0
48983,46556934,openmaraude/le.taxi,https://api.github.com/repos/openmaraude/le.taxi,False,True,111.0,
48990,51290886,mozilla/telemetry-analysis-service,https://api.github.com/repos/mozilla/telemetry-analysis-service,False,True,1186.0,2048.0
49009,27803399,aurelia/loader-default,https://api.github.com/repos/aurelia/loader-default,False,True,29.0,48.0
49013,29122823,bungoume/mecab-web-api,https://api.github.com/repos/bungoume/mecab-web-api,False,True,9.0,
49066,6098697,2600hz/monster-ui,https://api.github.com/repos/2600hz/monster-ui,False,True,344.0,147.0
49070,57291273,conda-forge/libpng-feedstock,https://api.github.com/repos/conda-forge/libpng-feedstock,False,True,21.0,46.0
49147,50243339,asonas/rails5base,https://api.github.com/repos/asonas/rails5base,False,True,69.0,77.0
49161,30744076,masutaka/circleci-bundle-update-pr,https://api.github.com/repos/masutaka/circleci-bundle-update-pr,False,True,79.0,77.0
49215,50192141,h3poteto/fascia,https://api.github.com/repos/h3poteto/fascia,False,True,217.0,26.0
49257,50012175,rust-lang-ja/the-rust-programming-language-ja,https://api.github.com/repos/rust-lang-ja/the-rust-programming-language-ja,False,True,249.0,684.0
49291,30027024,react-component/select,https://api.github.com/repos/react-component/select,False,True,195.0,629.0
49331,19375377,kronostechnologies/kronos-app-frontend,https://api.github.com/repos/kronostechnologies/kronos-app-frontend,False,True,39.0,27.0
49341,50527505,Karspexet/Karspexet,https://api.github.com/repos/Karspexet/Karspexet,False,True,91.0,127.0
49424,14979092,Kortforsyningen/DownloadShop,https://api.github.com/repos/Kortforsyningen/DownloadShop,False,True,214.0,
49471,37679893,jumanjihouse/docker-aws,https://api.github.com/repos/jumanjihouse/docker-aws,False,True,253.0,22.0
49493,19897878,itzg/dockerfiles,https://api.github.com/repos/itzg/dockerfiles,False,True,82.0,180.0
49558,33719320,Financial-Times/next-myft-client,https://api.github.com/repos/Financial-Times/next-myft-client,False,True,134.0,82.0
49578,76881945,uktrade/directory-ui-supplier,https://api.github.com/repos/uktrade/directory-ui-supplier,False,True,610.0,431.0
49583,70535193,conda-forge/breathe-feedstock,https://api.github.com/repos/conda-forge/breathe-feedstock,False,True,18.0,24.0
49589,20020249,ResultadosDigitais/gooder_data,https://api.github.com/repos/ResultadosDigitais/gooder_data,False,True,16.0,6.0
49654,24878875,unixorn/awesome-zsh-plugins,https://api.github.com/repos/unixorn/awesome-zsh-plugins,False,True,689.0,260.0
49676,49428252,dolab/gogo,https://api.github.com/repos/dolab/gogo,False,True,68.0,40.0
49689,60595740,DevExpress/devextreme-angular,https://api.github.com/repos/DevExpress/devextreme-angular,False,True,390.0,29.0
49696,15919644,auth0/rules,https://api.github.com/repos/auth0/rules,False,True,155.0,86.0
49710,7427613,bbatsov/clojure-style-guide,https://api.github.com/repos/bbatsov/clojure-style-guide,False,True,82.0,176.0
49737,48048158,MadeHQ/mademedia.co.uk,https://api.github.com/repos/MadeHQ/mademedia.co.uk,False,True,25.0,12.0
49771,35462431,onyx-platform/onyx-template,https://api.github.com/repos/onyx-platform/onyx-template,False,True,15.0,19.0
49796,9820191,opencfp/opencfp,https://api.github.com/repos/opencfp/opencfp,False,True,859.0,1455.0
49810,61617184,saltyrtc/saltyrtc-client-java,https://api.github.com/repos/saltyrtc/saltyrtc-client-java,False,True,54.0,23.0
49824,71939872,palantir/blueprint,https://api.github.com/repos/palantir/blueprint,False,True,1672.0,6237.0
49849,634913,pinax/pinax-messages,https://api.github.com/repos/pinax/pinax-messages,False,True,21.0,57.0
49865,25437986,cucumber/website,https://api.github.com/repos/cucumber/website,False,True,217.0,175.0
49898,40319779,artsy/energy,https://api.github.com/repos/artsy/energy,False,True,134.0,328.0
49910,35559971,developmentseed/project-seed,https://api.github.com/repos/developmentseed/project-seed,False,True,38.0,65.0
49918,38981923,cbguder/CBGPromise,https://api.github.com/repos/cbguder/CBGPromise,False,True,21.0,38.0
49942,40137508,facebook/react-native-fbsdk,https://api.github.com/repos/facebook/react-native-fbsdk,False,True,157.0,635.0
49967,38544933,Preetam/lm2,https://api.github.com/repos/Preetam/lm2,False,True,39.0,4.0
49987,2932773,camptocamp/c2cgeoportal,https://api.github.com/repos/camptocamp/c2cgeoportal,False,True,3551.0,5300.0
50081,66497320,DataDog/dd-trace-rb,https://api.github.com/repos/DataDog/dd-trace-rb,False,True,593.0,747.0
50092,49673000,signalfx/integrations,https://api.github.com/repos/signalfx/integrations,False,True,567.0,162.0
50115,54123817,conda-forge/netcdf-fortran-feedstock,https://api.github.com/repos/conda-forge/netcdf-fortran-feedstock,False,True,23.0,80.0
50133,65626666,LastCallMedia/Drupal-Scaffold,https://api.github.com/repos/LastCallMedia/Drupal-Scaffold,False,True,49.0,36.0
50141,1811242,Simplistix/testfixtures,https://api.github.com/repos/Simplistix/testfixtures,False,True,55.0,191.0
50144,10270250,facebook/react,https://api.github.com/repos/facebook/react,False,True,8021.0,31502.0
50192,58409260,18F/identity-dashboard,https://api.github.com/repos/18F/identity-dashboard,False,True,187.0,228.0
50269,21477166,kennycason/kumo,https://api.github.com/repos/kennycason/kumo,False,True,22.0,81.0
50270,42122286,collab-tools/collab,https://api.github.com/repos/collab-tools/collab,False,True,28.0,6.0
50307,21813295,Day8/re-com,https://api.github.com/repos/Day8/re-com,False,True,65.0,134.0
50325,60647472,18F/identity-proofer-gem,https://api.github.com/repos/18F/identity-proofer-gem,False,True,45.0,20.0
50343,40177969,codacy/codacy-pylint,https://api.github.com/repos/codacy/codacy-pylint,False,True,36.0,22.0
50401,61985586,conda-forge/prettytable-feedstock,https://api.github.com/repos/conda-forge/prettytable-feedstock,False,True,12.0,23.0
50451,62997812,conda-forge/awscli-feedstock,https://api.github.com/repos/conda-forge/awscli-feedstock,False,True,316.0,396.0
50537,54653750,xotahal/react-native-material-ui,https://api.github.com/repos/xotahal/react-native-material-ui,False,True,170.0,401.0
50552,65821751,foray1010/eslint-config-foray1010,https://api.github.com/repos/foray1010/eslint-config-foray1010,False,True,17.0,
50570,392759,jaspervdj/hakyll,https://api.github.com/repos/jaspervdj/hakyll,False,True,311.0,585.0
50573,45355064,jarun/Buku,https://api.github.com/repos/jarun/Buku,False,True,218.0,1115.0
50617,43949113,t3kit/t3kit,https://api.github.com/repos/t3kit/t3kit,False,True,80.0,71.0
50635,45883450,kpfefferle/ember-cli-deploy-aws-pack,https://api.github.com/repos/kpfefferle/ember-cli-deploy-aws-pack,False,True,16.0,4.0
50662,39910458,palantir/gradle-baseline,https://api.github.com/repos/palantir/gradle-baseline,False,True,503.0,595.0
50690,26277947,blockchain/My-Wallet-V3-iOS,https://api.github.com/repos/blockchain/My-Wallet-V3-iOS,False,True,599.0,394.0
50713,34189628,tsuharesu/expect-kt,https://api.github.com/repos/tsuharesu/expect-kt,False,True,15.0,
50732,44260669,redcanari/canari3,https://api.github.com/repos/redcanari/canari3,False,True,23.0,16.0
50761,3682622,pinax/django-user-accounts,https://api.github.com/repos/pinax/django-user-accounts,False,True,153.0,317.0
50777,5554750,call4paperz/call4paperz,https://api.github.com/repos/call4paperz/call4paperz,False,True,116.0,357.0
50786,62192958,imas/hackathon,https://api.github.com/repos/imas/hackathon,False,True,87.0,180.0
50830,23885120,appirio-tech/direct-app,https://api.github.com/repos/appirio-tech/direct-app,False,True,242.0,93.0
50842,64869440,conda-forge/pymeasure-feedstock,https://api.github.com/repos/conda-forge/pymeasure-feedstock,False,True,20.0,42.0
50894,43148866,import-io/huge-table,https://api.github.com/repos/import-io/huge-table,False,True,68.0,
50901,40212802,SmartThingsCommunity/SmartThingsPublic,https://api.github.com/repos/SmartThingsCommunity/SmartThingsPublic,False,True,4097.0,3196.0
50911,38134338,aurelia/fetch-client,https://api.github.com/repos/aurelia/fetch-client,False,True,55.0,180.0
50922,70986819,esafirm/android-image-picker,https://api.github.com/repos/esafirm/android-image-picker,False,True,49.0,80.0
50929,58488899,ocetnik/react-native-background-timer,https://api.github.com/repos/ocetnik/react-native-background-timer,False,True,30.0,38.0
50939,50386243,18F/identity-idp,https://api.github.com/repos/18F/identity-idp,False,True,2841.0,4736.0
50952,27151684,domainr/dnsr,https://api.github.com/repos/domainr/dnsr,False,True,25.0,18.0
50979,61281605,guardian/assetsweeper,https://api.github.com/repos/guardian/assetsweeper,False,True,57.0,34.0
51077,63837512,conda-forge/diskcache-feedstock,https://api.github.com/repos/conda-forge/diskcache-feedstock,False,True,15.0,18.0
51086,59073352,conda-forge/zarr-feedstock,https://api.github.com/repos/conda-forge/zarr-feedstock,False,True,18.0,56.0
51088,62550088,bayesimpact/retrospective-bot,https://api.github.com/repos/bayesimpact/retrospective-bot,False,True,14.0,25.0
51097,52344648,conda-forge/contextlib2-feedstock,https://api.github.com/repos/conda-forge/contextlib2-feedstock,False,True,13.0,15.0
51100,51761992,transcovo/bunyan-sentry-stream,https://api.github.com/repos/transcovo/bunyan-sentry-stream,False,True,13.0,17.0
51101,51632968,decaffeinate/coffee-lex,https://api.github.com/repos/decaffeinate/coffee-lex,False,True,141.0,62.0
51222,58369100,gruntwork-io/gruntwork-installer,https://api.github.com/repos/gruntwork-io/gruntwork-installer,False,True,27.0,40.0
