ProjectName,Language,ShareReviewComments,Additions,Deletions,ChangedFiles,Assignees,ReviewComments,GeneralComments,TotalPrs,Commits,Period
PX4/Firmware,C++,0.14696485623003194,9482,5224,276,2,46,267,52,215,31
PX4/Firmware,C++,0.13063063063063063,18495,5223,515,1,29,193,62,639,32
PX4/Firmware,C++,0.054945054945054944,53526,20525,1061,0,10,172,52,1216,33
PX4/Firmware,C++,0.241635687732342,18507,6751,372,0,65,204,50,384,34
PX4/Firmware,C++,0.17916666666666667,59525,4685,662,0,43,197,55,462,35
PX4/Firmware,C++,0.0440251572327044,11936,1619,180,1,7,152,32,125,36
PX4/Firmware,C++,0.05223880597014925,27733,4580,526,3,7,127,30,226,37
PX4/Firmware,C++,0.06451612903225806,8496,1640,232,3,18,261,44,657,38
PX4/Firmware,C++,0.09066666666666667,20354,2611,270,1,34,341,51,448,39
PX4/Firmware,C++,0.14563106796116504,26832,4796,333,2,30,176,47,203,40
PX4/Firmware,C++,0.10915492957746478,12412,5709,389,1,31,253,57,511,41
PX4/Firmware,C++,0.09510086455331412,20102,11636,633,6,33,314,83,948,42
PX4/Firmware,C++,0.06349206349206349,96443,15856,1588,5,12,177,70,714,43
PX4/Firmware,C++,0.12162162162162163,49103,7543,736,1,9,65,26,577,44
PX4/Firmware,C++,0.3146853146853147,50838,8383,914,2,45,98,40,572,45
Pylons/pyramid,Python,0.0,256,102,14,0,0,13,11,16,1
Pylons/pyramid,Python,0.0,3,3,2,0,0,1,2,2,2
Pylons/pyramid,Python,0.0,34,5,5,0,0,25,7,13,3
Pylons/pyramid,Python,0.0,203,4,11,0,0,6,3,8,4
Pylons/pyramid,Python,0.0,8,2,1,0,0,12,4,12,5
Pylons/pyramid,Python,0.0,0,0,0,0,0,15,4,7,6
Pylons/pyramid,Python,0.0,102,63,23,0,0,10,10,15,7
Pylons/pyramid,Python,0.0,205,63,8,0,0,12,6,14,8
Pylons/pyramid,Python,0.0,253,89,28,0,0,8,5,37,9
Pylons/pyramid,Python,0.0,297,134,35,0,0,8,4,38,10
Pylons/pyramid,Python,0.0,139,35,5,0,0,14,5,5,11
Pylons/pyramid,Python,0.0,395,72,14,0,0,7,6,16,12
Pylons/pyramid,Python,0.0,131,2,5,0,0,1,2,4,13
Pylons/pyramid,Python,0.19047619047619047,141,160,31,0,4,17,10,16,14
Pylons/pyramid,Python,0.0,505,150,57,0,0,9,6,16,15
Pylons/pyramid,Python,0.0,221,164,78,0,0,2,3,12,16
Pylons/pyramid,Python,0.0,5,2,2,0,0,6,5,5,17
Pylons/pyramid,Python,0.0,8,6,5,0,0,57,44,62,18
Pylons/pyramid,Python,0.13333333333333333,154,62,16,0,4,26,29,60,19
Pylons/pyramid,Python,0.05,671,1960,91,0,2,38,19,76,20
Pylons/pyramid,Python,0.0,73,52,18,0,0,28,11,20,21
Pylons/pyramid,Python,0.1375,1103,2058,184,0,11,69,31,84,22
Pylons/pyramid,Python,0.021052631578947368,253,266,61,0,2,93,41,59,23
Pylons/pyramid,Python,0.0,80,225,53,0,0,18,13,32,24
Pylons/pyramid,Python,0.0,49,48,20,0,0,43,21,30,25
Pylons/pyramid,Python,0.0,173,14,5,0,0,12,5,5,26
Pylons/pyramid,Python,0.0,135,44,8,0,0,11,7,13,27
Pylons/pyramid,Python,0.0,88,13,7,0,0,16,4,5,28
Pylons/pyramid,Python,0.15384615384615385,29,3,2,0,2,11,3,11,29
